,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
28549,1669,lekki phase 1,5,4,"Updated 12 Nov 2020, Added 27 May 2020",4 BEDROOM TERRACE DUPLEX IN LEKKI PHASE 1 WITH PARK SPACE AND BQ,4 beds 5 baths 5 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28550,1670,lekki phase 1,3,3,"Updated 12 Nov 2020, Added 08 Jun 2020","3 BEDROOM TERRACE DUPLEX, 2 LIVING ROOM, PARK SPACE, SECURITY",3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,2,0,0,0,0,0,Island
28551,1671,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 20 Mar 2020",2 bedroom flat,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,..Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28552,1672,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 20 Mar 2020",2 Bedroom Flat,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,..Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28559,1679,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 19 May 2020",SHOPPING SPACE IN A COMPLEX FOR RENT,1 beds 1 baths 1 Toilets,lekki phase 1,1750000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28562,1682,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 17 Jun 2020",2 BEDROOM FLAT FOR RENT IN LEKKI,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28563,1683,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 05 Jun 2020",2 BEDROOM FLAT IN LEKKI PHASE1,2 beds 2 baths 3 Toilets,lekki phase 1,1800000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28566,1686,lekki phase 1,4,4,"Updated 12 Nov 2020, Added 08 Mar 2020",New 4 Bedroom Terrace Duplex,4 beds 4 baths 5 Toilets,lekki phase 1,4500000,2020,..Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,1,0,0,0,1,Island
28567,1687,lekki phase 1,3,3,"Updated 12 Nov 2020, Added 05 Jun 2020",LUXURY 3 BEDROOM FLAT FOR RENT AT LEKKI PHASE 1,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
28570,1690,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 17 Jun 2020",A ROOM AND PARLOUR MINI FLAT FOR RENT IN LEKKI,1 beds 1 baths 1 Toilets,lekki phase 1,1200000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28571,1691,lekki phase 1,3,3,"Updated 12 Nov 2020, Added 08 Jun 2020","3 BEDROOM FLAT, WITH POOL, DINNER AND PARK SPACE",3 beds 3 baths 4 Toilets,lekki phase 1,2800000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28576,1696,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 17 Jun 2020",2 BEDROOM FLAT DOWNSTAIRS,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28577,1697,lekki phase 1,2,2,"Updated 12 Nov 2020, Added 10 Mar 2020",2 bedroom Flat for Office Space,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,..Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28578,1698,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 17 Jun 2020",A ROOM AND PARLOUR MINI FLAT FOR RENT IN LEKKI,1 beds 1 baths 2 Toilets,lekki phase 1,1300000,2020,Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28579,1699,lekki phase 1,3,2,"Updated 12 Nov 2020, Added 29 May 2020",CLEAN 2 BEDROOM FLAT FOR RENT IN LEKK PHASE 1,2 beds 3 baths 3 Toilets,lekki phase 1,2000000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28582,1702,lekki phase 1,4,4,"Updated 12 Nov 2020, Added 17 Jun 2020",LUXURY FURNISHED 4 BEDROOM TERRACE DUPLEX WITH POOL AND BQ,4 beds 4 baths 5 Toilets,lekki phase 1,5000000,2020,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,1,0,0,1,1,Island
28583,1703,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 08 Mar 2020",Executive Mini flat,1 beds 1 baths 2 Toilets,lekki phase 1,1400000,2020,...Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,1,0,0,0,1,Island
28585,1705,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 17 Jun 2020",A ROOM AND PARLOUR MINI FLAT AT LEKKI PHASE 1,1 beds 1 baths 2 Toilets,lekki phase 1,1400000,2020,Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28586,1706,lekki phase 1,3,2,"Updated 12 Nov 2020, Added 27 May 2020",2 BEDROOM FOR RENT IN LEKKI PHASE 1 FOR 1.8 MILLION,2 beds 3 baths 3 Toilets,lekki phase 1,1800000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28589,1709,lekki phase 1,3,2,"Updated 12 Nov 2020, Added 27 May 2020","NEW 2 BEDROOM FLAT FOR RENT, WITH POOL AND PARK SPACE AT LEKKI PHASE 1",2 beds 3 baths 3 Toilets,lekki phase 1,2200000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,1,0,0,0,1,Island
28591,1711,lekki phase 1,3,3,"Updated 12 Nov 2020, Added 15 Oct 2020",2 bedroom apartment,3 beds 3 baths 3 Toilets,lekki phase 1,3000000,2020,...Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28593,1713,lekki phase 1,4,4,"Updated 12 Nov 2020, Added 08 Mar 2020",Clean 4 bedroom Terrace house,4 beds 4 baths 5 Toilets,lekki phase 1,4000000,2020,..Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,1,0,0,0,0,0,Island
28596,1716,lekki phase 1,0,3,Added 11 Nov 2020,Newly built 4 bedroom terraced duplex,3 beds baths 4 Toilets,lekki phase 1,2800000,2020,Orchid road Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,1,3500000,62,2,1,0,0,0,1,Island
28597,1717,lekki phase 1,3,3,"Updated 03 Nov 2020, Added 19 Oct 2020",3bedroom flat with a room boys squarter for rent Oniru estate,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,1,0,1,Island
28598,1718,lekki phase 1,3,3,"Updated 03 Nov 2020, Added 19 Oct 2020",3bedroom flat with bq,3 beds 3 baths 4 Toilets,lekki phase 1,4500000,2020,....Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28599,1719,lekki phase 1,3,3,"Updated 03 Nov 2020, Added 19 Oct 2020",3bedroom flat with a room bq,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,....Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28600,1720,lekki phase 1,3,3,"Updated 03 Nov 2020, Added 19 Oct 2020",6no of 3bedroom flat with a room boys squarter for rent at Oniru estate,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,1,0,1,Island
28601,1721,lekki phase 1,4,4,"Updated 03 Nov 2020, Added 19 Oct 2020",4bedroom terraces duplex with a room boys squarter for rent at Oniru Estate,4 beds 4 baths 5 Toilets,lekki phase 1,4500000,2020,Oniru Estate Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,1,0,1,Island
28602,1722,lekki phase 1,4,4,"Updated 03 Nov 2020, Added 19 Oct 2020",4bedroom terrace duplex with bq,4 beds 4 baths 5 Toilets,lekki phase 1,5000000,2020,-Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28603,1723,lekki phase 1,3,3,"Updated 03 Nov 2020, Added 20 Aug 2020",For Rent: Serviced and Spacious 3 Bedroom Apartment at Lekki phase 1,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28605,1725,lekki phase 1,4,4,Added 31 Oct 2020,4 bedroom Terrace duplex in lekki,4 beds 4 baths 5 Toilets,lekki phase 1,3500000,2020,"Chevron Drive Lekki Penninsula II, Lekki, LekkiLekki Phase 1 Lekki Lagos",5,7000000,3000000,0,1,4500000,64,2,0,0,0,0,0,Island
28608,1728,lekki phase 1,1,1,"Updated 27 Oct 2020, Added 30 Jul 2020",Mini flat,1 beds 1 baths 1 Toilets,lekki phase 1,1500000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28610,1730,lekki phase 1,2,2,"Updated 21 Oct 2020, Added 30 Sep 2020",2 Bedroom Apartment,2 beds 2 baths 2 Toilets,lekki phase 1,2300000,2020,...Lekki Phase 1 Lekki Lagos,2,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28615,1735,lekki phase 1,3,3,"Updated 16 Oct 2020, Added 07 Aug 2020",Fully Serviced 3 Bedroom Flat at Lekki Phase 1 - N3.5m,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28618,1738,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 28 Oct 2019",Two units of 3 Bedroom flat and a BQ to let at lekki phase one,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off road 14Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28619,1739,lekki phase 1,2,2,"Updated 15 Oct 2020, Added 27 Sep 2019",Neat and nice 2 bedroom flat apartment to let,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Off Fola OsiboLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28620,1740,lekki phase 1,4,4,"Updated 15 Oct 2020, Added 13 Jun 2019",Fully serviced newly built luxury 3bedroom flat with 24hours light and swimming pool,4 beds 4 baths 4 Toilets,lekki phase 1,4500000,2020,Off Admiralty roadLekki Phase 1 Lekki Lagos,4,7000000,3000000,0,2,4500000,64,0,2,1,0,0,2,Island
28621,1741,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 31 May 2019",A neatly maintained serviced 3 bedroom flat to let,3 beds 3 baths 5 Toilets,lekki phase 1,3000000,2020,Lekki rightLekki Phase 1 Lekki Lagos,5,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28622,1742,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 20 Aug 2020",Newly maintained luxury 3 bedroom terrace duplex available for letting,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,MaruwaLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,2,2,0,0,0,2,Island
28624,1744,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 01 Sep 2020",Newly built luxury 3 bedroom flat and BQ,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,MaruwaLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,2,0,0,0,2,Island
28625,1745,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 24 May 2019",Fairly new fully serviced 3 bedroom flat and a BQ available (24houra light),3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Off Babatubde AnjousLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28626,1746,lekki phase 1,1,1,"Updated 15 Oct 2020, Added 11 Aug 2020",Very lovely spacious self contained studio apartment in a serene residential area,1 beds 1 baths 1 Toilets,lekki phase 1,1300000,2020,Admiralty roadLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28628,1748,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 28 Oct 2019",Neatly maintained 3bedroom flat available to let in a serene residential area,3 beds 3 baths 4 Toilets,lekki phase 1,2800000,2020,Off Admiralty wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28631,1751,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 20 Jan 2020",Clean and lovely 3 bedroom terrace duplex and a BQ,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Off Fola OsiboLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,2,0,0,0,0,0,Island
28635,1755,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 19 Jun 2020",Self serviced massively spacious 3bedroom flat available for rent upstairs,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Fola OsiboLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28636,1756,lekki phase 1,1,1,"Updated 15 Oct 2020, Added 23 Jul 2020",Very spacious and clean newly built room self-contained BQ for rent,1 beds 1 baths 1 Toilets,lekki phase 1,650000,2020,Lekki rightLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,1,0,0,0,1,Island
28637,1757,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 31 May 2019",Massively spacious 3 bedroom flat apartment and a BQ to let,3 beds 3 baths 4 Toilets,lekki phase 1,3800000,2020,Lekki rightLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28639,1759,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 08 Jan 2020",Lovely Three Bedroom Flat and a BQ available for rent,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Admiralty RoadLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28641,1761,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 28 Oct 2019",A very sweet and spacious fully serviced new 3bedroom flat now available to Let at Lekki(8flats in the compound),3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Lekki phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28642,1762,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 30 May 2019",Fully serviced luxury 3 bedroom flat and a BQ available for letting with 24hours electricity supply,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Lekki rightLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28643,1763,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 21 Mar 2019",Fully serviced luxury 3 bedroom flat and a BQ available for letting with 24hours electricity supply,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Off freedom wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28644,1764,lekki phase 1,2,2,"Updated 15 Oct 2020, Added 24 Jul 2019",Very clean serviced 2 bedroom flat apartment,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,Humponu WusuLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,1,0,0,0,Island
28645,1765,lekki phase 1,2,2,"Updated 15 Oct 2020, Added 23 Sep 2020",Lovely 2bedroom flat in a residential estate now available,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Off Hakeem DicksonLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,1,0,1,Island
28646,1766,lekki phase 1,1,1,"Updated 15 Oct 2020, Added 13 May 2020",Very well maintained neat and spacious 1bedroom studio apartment,1 beds 1 baths 1 Toilets,lekki phase 1,1300000,2020,Off Chris MaduekeLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28647,1767,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 21 Mar 2019",Three units of Newly Renovated 3 Bedroom flat in a serene environment off fola osibo,3 beds 3 baths 4 Toilets,lekki phase 1,3200000,2020,Off Fola Osibo roadLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
28651,1771,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 01 Feb 2019",Two unit of luxury 3 bedroom flat available for letting,3 beds 3 baths 4 Toilets,lekki phase 1,2800000,2020,3bedroom flat to let at Lekki phase oneLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
28652,1772,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 17 Jun 2020",Newly built serviced 3 bedroom flat available for letting,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Freedom wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28657,1777,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 05 Jan 2020",Very neat Nice and lovely 3bedroom flat available to let in an area where there is steady electricity (only 4 people in the compound),3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Admiralty roadLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28660,1780,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 27 May 2019",LUXURY 3 BEDROOM TERRACE DUPLEX & A BQ FOR RENT,3 beds 3 baths 4 Toilets,lekki phase 1,4500000,2020,Off Admiralty roadLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,2,1,0,0,0,1,Island
28661,1781,lekki phase 1,2,2,"Updated 15 Oct 2020, Added 18 Sep 2020",Newly built serviced luxury 2 bedroom flat available for letting,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,By Pinnacle Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,2,1,0,0,2,Island
28662,1782,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 20 Jan 2020",Well maintained 3 bedroom flat and BQ,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Fola OsiboLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28663,1783,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 15 May 2019",Furnished luxury 3bedroom flat serviced apartment now available,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Off Admiralty wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,1,0,1,1,Island
28665,1785,lekki phase 1,3,3,"Updated 15 Oct 2020, Added 16 Aug 2019","Superb fully serviced 3 bedroom flat and a BQ with swimming pool, GYM and elevators available (Expats only)",3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Off Admiralty wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28668,1788,lekki phase 1,4,4,Added 13 Oct 2020,Nicely built 4 Bedrooms Fully Detached House with BQ,4 beds 4 baths 5 Toilets,lekki phase 1,3400000,2020,Akinyemi AvenueLekki Phase 1 Lekki Lagos,5,7000000,3000000,0,1,4500000,64,1,0,0,0,0,0,Island
28669,1789,lekki phase 1,2,2,Added 13 Oct 2020,Nicely Built 3-Bedroom flat,2 beds 2 baths 3 Toilets,lekki phase 1,2200000,2020,Akinyemi AvenueLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,1,2300000,54,0,0,0,0,0,0,Island
28670,1790,lekki phase 1,2,2,Added 13 Oct 2020,Brand New 2 Bedroom Apartment,2 beds 2 baths 3 Toilets,lekki phase 1,1800000,2020,Akinyemi AvenueLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,1,2300000,54,0,1,0,0,0,1,Island
28672,1792,lekki phase 1,2,2,"Updated 08 Oct 2020, Added 15 Aug 2020",2 bedrooms flat,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Off freedom wayLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28673,1793,lekki phase 1,4,4,"Updated 08 Oct 2020, Added 18 Sep 2020",well renovated 4 bedroom semi detached duplex plus a room bq to let,4 beds 4 baths 5 Toilets,lekki phase 1,4500000,2020,Off Providence streetLekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28675,1795,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 09 Sep 2020",Spacious self-contained to let,1 beds 1 baths 1 Toilets,lekki phase 1,650000,2020,Off George enemoh streetLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28676,1796,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 08 Sep 2020",Spacious miniflat serviced,1 beds 1 baths 1 Toilets,lekki phase 1,1200000,2020,Off akwuzu streetLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,1,0,0,0,Island
28679,1799,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 18 Sep 2020",Spacious miniflat,1 beds 1 baths 1 Toilets,lekki phase 1,1350000,2020,Off fola osibo streetLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28681,1801,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 17 Sep 2020",luxury serviced 3 bedroom flat + bq to let,3 beds 3 baths Toilets,lekki phase 1,3000000,2020,Off Chris maduekwe streetLekki Phase 1 Lekki Lagos,0,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28682,1802,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 12 Sep 2020",Spacious miniflat serviced to let at lekki phase one,1 beds 1 baths 1 Toilets,lekki phase 1,1200000,2020,Off akwuzu streetLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,1,0,0,0,Island
28683,1803,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 12 Sep 2020",spacious selfcontaned to let at lekki phase one,1 beds 1 baths 1 Toilets,lekki phase 1,650000,2020,off george enemoh streetLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28684,1804,lekki phase 1,5,4,"Updated 08 Oct 2020, Added 10 Sep 2020",Renovated 4 bedroom semi detached duplex plus a room bq,4 beds 5 baths 5 Toilets,lekki phase 1,4300000,2020,Off Providence streetLekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28687,1807,lekki phase 1,4,4,"Updated 08 Oct 2020, Added 29 Jul 2020",Lovely and spacious 4 bedroom terrace duplex,4 beds 4 baths 4 Toilets,lekki phase 1,4000000,2020,-Lekki Phase 1 Lekki Lagos,4,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28688,1808,lekki phase 1,1,1,"Updated 08 Oct 2020, Added 22 Jul 2020",Lovely mini flat available for rent,1 beds 1 baths 1 Toilets,lekki phase 1,1300000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28689,1809,lekki phase 1,4,4,"Updated 08 Oct 2020, Added 26 Jun 2020",Magnificent 4 bedroom terrace duplex,4 beds 4 baths 4 Toilets,lekki phase 1,4500000,2020,Lekki Phase 1 Lekki Lagos,4,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28692,1812,lekki phase 1,2,2,"Updated 08 Oct 2020, Added 22 Jul 2020",Lovely block of 2 bedroom apartment available,2 beds 2 baths 2 Toilets,lekki phase 1,2500000,2020,Lekki Phase 1 Lekki Lagos,2,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28693,1813,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 22 Jul 2020",Beautiful 3 bedroom apartment available in a serene environment,3 beds 3 baths 3 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28696,1816,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 26 Jun 2020",Luxury 3 bedroom fully serviced apartment,3 beds 3 baths 3 Toilets,lekki phase 1,3500000,2020,Freedom way Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28700,1820,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 30 Jul 2020",4 Unit of 3 Bedroom Apartments with a Maid Room,3 beds 3 baths 4 Toilets,lekki phase 1,4500000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28704,1824,lekki phase 1,2,2,"Updated 08 Oct 2020, Added 23 Jul 2020",Appealing 2 bedroom apartment in serene environment,2 beds 2 baths 2 Toilets,lekki phase 1,2500000,2020,Lekki Phase 1 Lekki Lagos,2,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28706,1826,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 24 Aug 2020",Amazing 3 bedroom flat with Bq for rent,3 beds 3 baths 3 Toilets,lekki phase 1,4000000,2020,Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28711,1831,lekki phase 1,4,4,"Updated 08 Oct 2020, Added 30 Jul 2020",4 Bedroom Terrace Duplex with a Maids Room,4 beds 4 baths 5 Toilets,lekki phase 1,5500000,2020,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28713,1833,lekki phase 1,3,3,"Updated 08 Oct 2020, Added 22 Jul 2020",Smashing 3 bedroom apartment in a secured environment,3 beds 3 baths 3 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28723,1843,lekki phase 1,3,3,"Updated 06 Oct 2020, Added 29 Aug 2020","Newly built 3-bedroom flat @ Lekki Phase 1, Lagos",3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,"Ladipo Omotesho Street, by Lagoon school, Lekki Phase 1Lekki Phase 1 Lekki Lagos",4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
