,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
5774,5774,adekunle,2,2,Added 07 Sep 2020,"2 bedroom flat on Berkeley street, Adekunle. Rent: 700k, a year. Agency fee: 140k Legal fee 140k Caution fee: 50k.",2 beds 2 baths 2 Toilets,yaba,700000,2020,Adekunle Yaba Lagos,2,1200000,600000,0,1,1000000,35,0,0,0,0,0,0,Mainland
5775,5775,adekunle,1,1,Added 09 Aug 2020,"Office space in Adekunle, Yaba. Rent: 600k, a year rent. Agency fee: 100k Legal fee: 100k Service charge; 650k annually.",1 beds 1 baths 1 Toilets,yaba,600000,2020,Adekunle Yaba Lagos,1,700000,300000,0,1,500000,18,0,0,1,0,0,0,Mainland
5776,5776,adekunle,2,2,Added 30 Jul 2020,"A Fantastic and lovely Sharp 2bd Flat @ Adekunke by 3rd Mainland bridge, with all rooms ensuites, in a block of flats, with a fitted wardrobes and kitchen cabinets n cupboard, fenced round with gate and parking space, #800k x a year.",2 beds 2 baths 2 Toilets,yaba,800000,2020,Adekunle Yaba Lagos,2,1200000,600000,0,1,1000000,35,0,0,0,0,0,0,Mainland
5777,5777,adekunle,2,2,"Updated 04 Feb 2021, Added 07 Sep 2020",Executive Standard lovely and decent mini 2bedroom flat @Moore road yaba rent #700k lovely decent environment security wise gated compound,2 beds 2 baths 2 Toilets,yaba,700000,2021,Adekunle Yaba Lagos,2,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5778,5778,adekunle,3,3,"Updated 19 Jan 2021, Added 24 Jul 2020",A very spacious 3bedroom flat,3 beds 3 baths 3 Toilets,yaba,1800000,2021,Adekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5779,5779,adekunle,3,3,"Updated 10 Jan 2021, Added 15 Jul 2020",Standard 3bedroom all rooms ensuite upstairs Adekunle Yaba.,3 beds 3 baths 3 Toilets,yaba,1600000,2021,Makoko by AdekunleAdekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5780,5780,adekunle,3,3,"Updated 29 Dec 2020, Added 24 Jul 2020","Brand new 3 b/r flat on 3rd floor at CARTER street,Adekunle,Ebute- Metta.RENT- N1.8million p.a.",3 beds 3 baths 4 Toilets,yaba,1800000,2020,Ebute metta east Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5782,5782,adekunle,2,2,Added 06 Sep 2020,2 bedrooms,2 beds 2 baths 2 Toilets,yaba,650000,2020,Adekunle Yaba Lagos,2,1200000,600000,0,1,1000000,35,0,0,0,0,0,0,Mainland
5785,5785,adekunle,3,3,"Updated 31 Aug 2020, Added 16 Jul 2020",Executive serviced 3 bedroom flat. Description under,3 beds 3 baths 3 Toilets,yaba,1200000,2020,Adekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,1,1,0,0,1,Mainland
5786,5786,adekunle,4,4,"Updated 22 Aug 2020, Added 08 Jun 2020","*LAGOON VIEW ESTATE* *LUXURY APARTMENT* , *MAKOKO ROAD, BY ADEKUNLE YABA Newly built luxury 4bedroom Massionette duplex with a room Bq, 15mins to Ikoyi/13mins to Obalende/CMS. *Features* : Contemporary design Flawless finishing. Fully fitted kitchen Ups",4 beds 4 baths 5 Toilets,yaba,2500000,2020,Adekunle Yaba Lagos,5,4000000,1940000,0,2,3000000,61,1,3,0,1,0,4,Mainland
5787,5787,adekunle,3,3,"Updated 22 Aug 2020, Added 10 Jul 2020","Exquisitely finished & Serviced 3Bedroom Flat at Adekunle Yaba 1.2m 1.2m per annum, 500k service charge gen light inclusive ( Timing between 7pm to 11pm at night and 6am to 8am in the morning) adekunle",3 beds 3 baths 4 Toilets,yaba,1200000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,0,2,0,0,0,Mainland
5788,5788,adekunle,2,2,"Updated 20 Aug 2020, Added 06 Jul 2020","Just now!!! Decent 2bedroom flat all rooms ensuite + guest toilet, pop, screeded wall 1million",2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5789,5789,adekunle,2,2,"Updated 04 Aug 2020, Added 03 Jul 2020",Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,900000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5793,5793,adekunle,2,2,"Updated 29 Jul 2020, Added 13 Jun 2020",Executive newly built 2bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,2,0,0,0,2,Mainland
5794,5794,adekunle,2,2,"Updated 25 Jul 2020, Added 11 Jun 2020",Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Ebute MettaAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5795,5795,adekunle,3,3,"Updated 25 Jul 2020, Added 09 Jun 2020",Decent standard lovely decent 3bedroom flat @ Moore road yaba 1m Picture available Inspection 9a.m-10am tomorrow morning,3 beds 3 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5796,5796,adekunle,2,2,"Updated 23 Jul 2020, Added 07 Jun 2020",NEWLY BUILT SERVICED ALL ROOMS EN-SUITE 2 BEDROOM FLAT,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,1,0,0,1,Mainland
5797,5797,adekunle,2,2,"Updated 23 Jul 2020, Added 07 Jun 2020",NEWLY BUILT SPACIOUS ALL ROOMS EN-SUITE 2 BEDROOM FLAT,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5798,5798,adekunle,1,1,"Updated 19 Jul 2020, Added 20 Jun 2020",Newly renovated mini flat,1 beds 1 baths 1 Toilets,yaba,550000,2020,Ebute MettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5799,5799,adekunle,4,3,"Updated 19 Jul 2020, Added 22 May 2020",Brand new 3 bedroom apartment in Yaba with all rooms ensuite,3 beds 4 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5801,5801,adekunle,2,2,"Updated 19 Jul 2020, Added 05 Jun 2020",Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,AdekunleAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5802,5802,adekunle,3,3,"Updated 19 Jul 2020, Added 21 May 2020","Executive & partly serviced 3bedriom flat + elevator, underground parking space, prepaid metre 1.8m",3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,1,0,0,1,Mainland
5804,5804,adekunle,2,2,"Updated 12 Jul 2020, Added 31 May 2020","Executive and Tastefully finished 2bedroom flat as well as miniflat, at thesame Property in Adekunle Yaba, 2bed 1m",2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5807,5807,adekunle,3,3,"Updated 12 Jul 2020, Added 20 May 2020",Executive Brand new 3 bedroom apartment. *FEATURES:* - New - All Rooms Ensuite - Dinning Area -Security - Water treatment - Standby generator -Fire extinguisher - Adequate electricity - Large Car park - Intercom. - Prepaid meter - Fully Fitted Kitchen,3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,3,0,0,0,3,Mainland
5808,5808,adekunle,3,3,"Updated 12 Jul 2020, Added 19 May 2020",*TO LET* Brand new 3 bedroom apartment. *FEATURES:* - New - All Rooms Ensuite - Dinning Area -Security - Water treatment - Standby generator -Fire extinguisher - Adequate electricity - Large Car park - Intercom. - Prepaid meter - Fully Fitted Kitchen -,3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,2,0,0,0,2,Mainland
5810,5810,adekunle,2,2,"Updated 12 Jul 2020, Added 02 Jun 2020",Exquisitely newly built all rooms en-suite 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5811,5811,adekunle,2,2,"Updated 12 Jul 2020, Added 02 Jun 2020",Newly built Exquisitely finished all rooms en-suite 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5812,5812,adekunle,2,2,"Updated 12 Jul 2020, Added 02 Jun 2020",Exquisitely newly built all rooms en-suite 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5813,5813,adekunle,1,1,"Updated 12 Jul 2020, Added 14 Jun 2020","A Fairly Used & Spacious Room Self Contain @ Divine Mews Estate, with 1toilet and bath, a BQ of a flat, with parking space, behind Yabatech, #500k x a year. Note: A Single Working Class Lady Required.",1 beds 1 baths 1 Toilets,yaba,500000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,1,0,1,Mainland
5814,5814,adekunle,3,3,Added 08 Jul 2020,Newly built,3 beds 3 baths 2 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,2,2000000,960000,0,1,1500000,45,0,1,0,0,0,1,Mainland
5815,5815,adekunle,2,1,"Updated 03 Jul 2020, Added 05 Jun 2020",Newly built miniflat available at Adekunle,1 beds 2 baths 2 Toilets,yaba,450000,2020,Adekunle areaAdekunle Yaba Lagos,2,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5818,5818,adekunle,1,1,"Updated 02 Jul 2020, Added 03 Jun 2020",Newly built room self contain,1 beds 1 baths 1 Toilets,yaba,350000,2020,Ebute mettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5821,5821,adekunle,1,1,"Updated 02 Jul 2020, Added 03 Jun 2020",Newly built mini flat,1 beds 1 baths 1 Toilets,yaba,500000,2020,Ebute MettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5824,5824,adekunle,1,1,"Updated 09 Mar 2021, Added 03 Jun 2020",Lovely decent Mini flat at Adekunle Yaba very close to makoko area #350k a yr and half young person working class,1 beds 1 baths 1 Toilets,yaba,350000,2021,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5830,5830,adekunle,0,1,"Updated 28 Jun 2020, Added 29 May 2020","Clean Mini Flat For Rent At Adekunle, Yaba",1 beds baths Toilets,yaba,350000,2020,Adekunle Yaba Lagos,0,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5831,5831,adekunle,1,3,Added 27 Jun 2020,Renovated built,3 beds 1 baths 1 Toilets,yaba,1000000,2020,Road park Adekunle Yaba Lagos,1,2000000,960000,0,1,1500000,45,0,0,0,0,0,0,Mainland
5835,5835,adekunle,3,3,"Updated 11 Jun 2020, Added 11 Apr 2020","Brand new & Executive 3bedroom flat all rooms ensuite with guest toilet, park upstairs & downstairs Available 1.8m p.a",3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,2,0,0,0,2,Mainland
5837,5837,adekunle,2,2,"Updated 11 Jun 2020, Added 21 May 2020",Newly finished 2-bedroom flats for rent,2 beds 2 baths 3 Toilets,yaba,1000000,2020,AdekunleAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5838,5838,adekunle,3,3,"Updated 02 Jun 2020, Added 06 Apr 2020",Tastefully finished Newly built and fully serviced 3 bedroom flat in Yaba,3 beds 3 baths 4 Toilets,yaba,1800000,2020,Old Yaba roadAdekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,1,0,0,1,Mainland
5839,5839,adekunle,3,3,"Updated 02 Jun 2020, Added 06 Apr 2020",Newly built and tastefully finished 3 bedroom flat with all the rooms ensuite at A,3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle YabaAdekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5840,5840,adekunle,3,3,"Updated 02 Jun 2020, Added 03 Apr 2020",Newly built 3 bedroom flat,3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5841,5841,adekunle,3,3,"Updated 31 May 2020, Added 03 Apr 2020","Brand new 8 units of 3bedroom flats, all rooms ensuite with a visitors toilet 1.8m",3 beds 3 baths 4 Toilets,yaba,1800000,2020,Adekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5843,5843,adekunle,3,2,"Updated 24 May 2020, Added 08 Apr 2020",2 bedroom flat,2 beds 3 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5844,5844,adekunle,1,1,"Updated 19 May 2020, Added 20 Apr 2020",Standard mini flat fence round with gate security wise,1 beds 1 baths 1 Toilets,yaba,350000,2020,AdekuleAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5845,5845,adekunle,1,1,"Updated 15 May 2020, Added 13 Apr 2020",1 bedroom mini flat,1 beds 1 baths 1 Toilets,yaba,350009,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5853,5853,adekunle,3,3,"Updated 25 Apr 2020, Added 12 Mar 2020",3 Bedroom ensuite Flat ( Only 3 tenants in the Compound),3 beds 3 baths 4 Toilets,yaba,1300000,2020,"Off Hebert Macaulay Way, Adekunle, Yaba.Adekunle Yaba Lagos",4,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5854,5854,adekunle,1,1,"Updated 22 Apr 2020, Added 29 Mar 2020",A Spacious & Clean Mini Flat At Adekunle Upstairs Is For Rent 350k One And Half Year Pay And Pack With Balcony.,1 beds 1 baths 1 Toilets,yaba,350000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5855,5855,adekunle,1,1,Added 20 Apr 2020,A clean mini flat at adekunle yaba,1 beds 1 baths 1 Toilets,yaba,350000,2020,YabaAdekunle Yaba Lagos,1,700000,300000,0,1,500000,18,0,0,0,0,0,0,Mainland
5857,5857,adekunle,2,2,"Updated 13 Apr 2020, Added 16 Mar 2020",Lovely 2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,750000,2020,..Adekunle Yaba Lagos,2,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5858,5858,adekunle,2,2,"Updated 10 Apr 2020, Added 11 Mar 2020",Decent 2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,700000,2020,...Adekunle Yaba Lagos,2,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5863,5863,adekunle,2,2,"Updated 03 Apr 2020, Added 12 Mar 2020",2bedroom office space for rent,2 beds 2 baths 2 Toilets,yaba,900000,2020,Herbert Macaulay wayAdekunle Yaba Lagos,2,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5867,5867,adekunle,1,2,"Updated 03 Apr 2020, Added 25 Mar 2020",Lovely and spacious 2bedroom flat,2 beds 1 baths 1 Toilets,yaba,700000,2020,Yaba Adekunle Yaba Lagos,1,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5871,5871,adekunle,2,2,"Updated 03 Mar 2020, Added 09 Jan 2020",Oprtable 2bedrom flat at adekunle St yaba,2 beds 2 baths 2 Toilets,yaba,700000,2020,Adekunle stAdekunle Yaba Lagos,2,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5874,5874,adekunle,2,2,"Updated 27 Feb 2020, Added 12 Jan 2020","2 bedroom apartment, Adekunle, yaba, for 1 million.",2 beds 2 baths 3 Toilets,yaba,1000000,2020,Adekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5875,5875,adekunle,3,3,"Updated 17 Feb 2020, Added 26 Sep 2019",3 Bedroom Flat For Rent in Yaba YB063,3 beds 3 baths 3 Toilets,yaba,1800000,2020,Queens Street Adekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5876,5876,adekunle,1,1,"Updated 17 Feb 2020, Added 19 Nov 2019",Mini Flat For Rent At Adekunle Villa YB417,1 beds 1 baths 1 Toilets,yaba,650000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5877,5877,adekunle,1,1,"Updated 17 Feb 2020, Added 18 Nov 2019",Mini flat,1 beds 1 baths 1 Toilets,yaba,400000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5878,5878,adekunle,1,1,"Updated 17 Feb 2020, Added 15 Jan 2020","Very decent mini flat @ Borno way, off Adekunle Yaba",1 beds 1 baths 1 Toilets,yaba,500000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5879,5879,adekunle,3,2,Added 14 Feb 2020,2bedroom flat,2 beds 3 baths 3 Toilets,yaba,700000,2020,Adekunle streetAdekunle Yaba Lagos,3,1200000,600000,0,1,1000000,35,0,0,0,0,0,0,Mainland
5880,5880,adekunle,2,2,"Updated 13 Feb 2020, Added 26 Sep 2019",Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2020,Ebute mettaAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5881,5881,adekunle,2,3,"Updated 13 Feb 2020, Added 16 Sep 2019",Newly renovated 3 bedroom flat,3 beds 2 baths 2 Toilets,yaba,1200000,2020,AdekunleAdekunle Yaba Lagos,2,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5882,5882,adekunle,1,1,"Updated 13 Feb 2020, Added 18 Dec 2019",Lovely Miniflat @ Adekunle Ebute Metta Yaba,1 beds 1 baths 1 Toilets,yaba,500000,2020,Ebute Metta Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5883,5883,adekunle,2,3,"Updated 13 Feb 2020, Added 07 Sep 2019",Newly renovated 3 bedroom flat,3 beds 2 baths 2 Toilets,yaba,1200000,2020,AdekunleAdekunle Yaba Lagos,2,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5884,5884,adekunle,1,1,"Updated 13 Feb 2020, Added 17 Jan 2020",Decent mini flat,1 beds 1 baths 1 Toilets,yaba,500000,2020,Ebute mettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5886,5886,adekunle,1,1,"Updated 08 Feb 2020, Added 09 Nov 2019",Roomself contain,1 beds 1 baths 1 Toilets,yaba,350000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5887,5887,adekunle,1,1,"Updated 30 Jan 2020, Added 07 Nov 2019",Mini flat,1 beds 1 baths 1 Toilets,yaba,400000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5891,5891,adekunle,3,3,"Updated 15 Jan 2020, Added 18 Jul 2019","TO LET Spacious 3bed Room in a Mini Estate @ Abeokuta Street, Adekunle, Yaba",3 beds 3 baths 3 Toilets,yaba,1300000,2020,Abeokuta streetAdekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,1,0,1,Mainland
5892,5892,adekunle,1,1,"Updated 15 Jan 2020, Added 17 Dec 2019","Just now!!! Miniflat on borno way adekunle, Yaba 500k one yr or 450kx2yrs option with car park",1 beds 1 baths 2 Toilets,yaba,500000,2020,Adekunle Yaba Lagos,2,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5893,5893,adekunle,0,3,"Updated 15 Jan 2020, Added 26 Aug 2019","TO LET Spacious 3bed Room in a Mini Estate @ Abeokuta Street, Adekunle, Yaba",3 beds baths Toilets,yaba,1300000,2020,Adekunle Yaba Lagos,0,2000000,960000,0,2,1500000,45,0,0,0,1,0,1,Mainland
5894,5894,adekunle,1,1,"Updated 15 Jan 2020, Added 11 Nov 2019",Now open for viewing!!! Executive & recently built miniflat upstairs in adekunle 600kx1yr rent required total package 890k,1 beds 1 baths 2 Toilets,yaba,600000,2020,Adekunle Yaba Lagos,2,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5898,5898,adekunle,1,1,"Updated 15 Jan 2020, Added 08 Nov 2019","Executive miniflat in Yaba , to be vacant soonest, only working class corporate tenant required.",1 beds 1 baths 1 Toilets,yaba,600000,2020,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5900,5900,adekunle,3,2,"Updated 08 Jan 2020, Added 28 Sep 2019",STANDARD AND SUPER 2 BEDROOM FLAT (HERBERTH MACAULAYI),2 beds 3 baths 3 Toilets,yaba,900000,2020,HERBERTH MACAULEY WAYAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,0,0,0,0,0,Mainland
5903,5903,adekunle,1,1,"Updated 25 Dec 2019, Added 29 Aug 2019",Newly built miniflat at Adekunle 500kx1yr rent total package 750k,1 beds 1 baths 1 Toilets,yaba,500000,2019,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5904,5904,adekunle,3,3,"Updated 25 Dec 2019, Added 17 Jun 2019",3 bedroom flat,3 beds 3 baths 3 Toilets,yaba,1200000,2019,AdekunleAdekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5905,5905,adekunle,1,1,"Updated 25 Dec 2019, Added 19 Apr 2019","Newly built mini flat at Adekunle, Yaba",1 beds 1 baths 2 Toilets,yaba,500000,2019,#NAME?,2,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5906,5906,adekunle,2,1,"Updated 25 Dec 2019, Added 02 Jun 2019","Clean & spacious miniflat on borno way , Adekunle axis, 400kx1yr & half rent required upfront , upstairs, 2toilets & bath",1 beds 2 baths 2 Toilets,yaba,400000,2019,Borno wayAdekunle Yaba Lagos,2,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5907,5907,adekunle,1,1,"Updated 25 Dec 2019, Added 09 May 2019",Mini Flat,1 beds 1 baths 1 Toilets,yaba,450000,2019,AdekunleAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5909,5909,adekunle,1,1,"Updated 25 Dec 2019, Added 02 Jul 2019",Clean miniflat off glover street upstairs & g/floor available,1 beds 1 baths 1 Toilets,yaba,350000,2019,Off glover streetAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5913,5913,adekunle,1,1,"Updated 25 Dec 2019, Added 26 Sep 2019",Newly built mini flat,1 beds 1 baths 2 Toilets,yaba,500000,2019,Ebute mettaAdekunle Yaba Lagos,2,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5914,5914,adekunle,1,1,"Updated 25 Dec 2019, Added 28 Aug 2019",Newly built miniflat at Adekunle 500kx1yr rent total package 750k,1 beds 1 baths 1 Toilets,yaba,500000,2019,Off old Yaba roadAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5916,5916,adekunle,2,3,"Updated 25 Dec 2019, Added 20 Jun 2019",3 bedroom flat at off adekunle st 2T2B yaba #1m*1yr,3 beds 2 baths 2 Toilets,yaba,1000000,2019,Off adekunle streetAdekunle Yaba Lagos,2,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5919,5919,adekunle,3,3,"Updated 25 Dec 2019, Added 09 May 2019",3 bedroom Flat,3 beds 3 baths 4 Toilets,yaba,1500000,2019,Ebutte mettaAdekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5921,5921,adekunle,2,2,"Updated 09 Mar 2021, Added 31 Aug 2019","Executive 2bedroom flat with 3t/2b, balcony, fitted kitchen cabinet, wardrobe, all round tiles",2 beds 2 baths 3 Toilets,yaba,850000,2021,Off mm wayAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5922,5922,adekunle,1,1,"Updated 25 Dec 2019, Added 01 Aug 2019",Newly built mini flat,1 beds 1 baths 1 Toilets,yaba,400000,2019,AdekunleAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5924,5924,adekunle,1,1,"Updated 25 Dec 2019, Added 28 Jul 2019",Clean Miniflat with Car Park on glover axis adekunle 400kx2yrs rent,1 beds 1 baths 1 Toilets,yaba,400000,2019,Adekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5927,5927,adekunle,1,1,"Updated 25 Dec 2019, Added 05 Sep 2019",Newly built mini flat,1 beds 1 baths 1 Toilets,yaba,450000,2019,Ebute mettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5928,5928,adekunle,4,3,"Updated 25 Dec 2019, Added 03 Apr 2019",3 bedroom Flat,3 beds 4 baths 4 Toilets,yaba,1200000,2019,AdekunleAdekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5932,5932,adekunle,3,3,"Updated 25 Dec 2019, Added 01 Oct 2019","NEWLY BUILT, SUPERB AND CONTEMPORARY THREE BEDROOM APARTMENT",3 beds 3 baths 4 Toilets,yaba,1500000,2019,Robin street axisAdekunle Yaba Lagos,4,2000000,960000,0,2,1500000,45,0,1,0,0,0,1,Mainland
5935,5935,adekunle,4,4,"Updated 22 Dec 2019, Added 02 Jun 2017",4 BEDROOM DUPLEX,4 beds 4 baths 4 Toilets,yaba,3000000,2019,DANNY ESTATE Adekunle Yaba Lagos,4,4000000,1940000,0,1,3000000,61,1,0,0,0,0,0,Mainland
5938,5938,adekunle,3,3,"Updated 29 Oct 2019, Added 02 Sep 2019",Neat 3 Bedroom Flat for Rent in Yaba kw-1365,3 beds 3 baths Toilets,yaba,1300000,2019,Adekunle Yaba Lagos,0,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5939,5939,adekunle,1,1,"Updated 17 Oct 2019, Added 17 Aug 2019",Executive Mini flat,1 beds 1 baths 1 Toilets,yaba,500000,2019,Ebutta mettaAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
5940,5940,adekunle,4,1,"Updated 15 Oct 2019, Added 14 Oct 2019",Newly built mini flat,1 beds 4 baths 1 Toilets,yaba,450000,2019,HyAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,1,0,0,0,1,Mainland
