,location,bed,area,location_rank
2921,gbagada,1,oworonshoki,8
2922,gbagada,1,oworonshoki,8
2923,gbagada,1,oworonshoki,8
2924,gbagada,1,oworonshoki,8
2925,gbagada,1,oworonshoki,8
2926,gbagada,1,oworonshoki,8
2927,gbagada,1,oworonshoki,8
2930,gbagada,1,oworonshoki,8
2932,gbagada,1,oworonshoki,8
2942,gbagada,2,oworonshoki,19
2944,gbagada,2,oworonshoki,19
2948,gbagada,3,oworonshoki,27
2950,gbagada,1,oworonshoki,8
2951,gbagada,1,oworonshoki,8
2952,gbagada,3,oworonshoki,27
2953,gbagada,1,oworonshoki,8
2955,gbagada,2,oworonshoki,19
2956,gbagada,2,oworonshoki,19
2957,gbagada,1,oworonshoki,8
2958,gbagada,2,oworonshoki,19
2959,gbagada,3,oworonshoki,27
2960,gbagada,2,oworonshoki,19
2962,gbagada,1,oworonshoki,8
2963,gbagada,1,oworonshoki,8
2964,gbagada,2,oworonshoki,19
2966,gbagada,1,oworonshoki,8
2968,gbagada,1,oworonshoki,8
2969,gbagada,1,oworonshoki,8
2971,gbagada,3,oworonshoki,27
2972,gbagada,1,oworonshoki,8
2973,gbagada,1,oworonshoki,8
2976,gbagada,1,oworonshoki,8
2978,gbagada,2,oworonshoki,19
2983,gbagada,1,oworonshoki,8
2986,gbagada,3,oworonshoki,27
2989,gbagada,2,oworonshoki,19
2999,gbagada,1,oworonshoki,8
3001,gbagada,2,oworonshoki,19
3015,gbagada,2,oworonshoki,19
3017,gbagada,1,oworonshoki,8
3018,gbagada,2,oworonshoki,19
3020,gbagada,1,oworonshoki,8
3022,gbagada,1,oworonshoki,8
3023,gbagada,1,oworonshoki,8
3026,gbagada,1,oworonshoki,8
3027,gbagada,1,oworonshoki,8
3028,gbagada,1,oworonshoki,8
3029,gbagada,2,oworonshoki,19
3031,gbagada,1,oworonshoki,8
3036,gbagada,1,oworonshoki,8
3037,gbagada,3,oworonshoki,27
3038,gbagada,1,oworonshoki,8
3039,gbagada,1,oworonshoki,8
3042,gbagada,2,oworonshoki,19
3043,gbagada,2,oworonshoki,19
3044,gbagada,3,oworonshoki,27
3045,gbagada,2,oworonshoki,19
3046,gbagada,1,oworonshoki,8
3048,gbagada,1,oworonshoki,8
3049,gbagada,1,oworonshoki,8
3055,gbagada,1,oworonshoki,8
3059,gbagada,2,oworonshoki,19
3061,gbagada,1,oworonshoki,8
3063,gbagada,2,oworonshoki,19
3066,gbagada,2,oworonshoki,19
3070,gbagada,2,oworonshoki,19
3073,gbagada,1,oworonshoki,8
3076,gbagada,1,oworonshoki,8
3077,gbagada,1,oworonshoki,8
3078,gbagada,3,oworonshoki,27
3079,gbagada,1,oworonshoki,8
3080,gbagada,1,oworonshoki,8
3083,gbagada,1,oworonshoki,8
3084,gbagada,2,oworonshoki,19
3085,gbagada,1,oworonshoki,8
3086,gbagada,2,oworonshoki,19
3089,gbagada,3,oworonshoki,27
3090,gbagada,3,oworonshoki,27
3093,gbagada,1,oworonshoki,8
3094,gbagada,2,oworonshoki,19
3095,gbagada,2,oworonshoki,19
3098,gbagada,2,oworonshoki,19
3099,gbagada,1,oworonshoki,8
3100,gbagada,2,oworonshoki,19
3102,gbagada,2,oworonshoki,19
3103,gbagada,1,oworonshoki,8
3107,gbagada,2,oworonshoki,19
3108,gbagada,2,oworonshoki,19
3110,gbagada,3,oworonshoki,27
3112,gbagada,1,oworonshoki,8
3114,gbagada,1,oworonshoki,8
3116,gbagada,1,oworonshoki,8
3118,gbagada,1,oworonshoki,8
3120,gbagada,3,oworonshoki,27
3121,gbagada,1,oworonshoki,8
3122,gbagada,1,oworonshoki,8
3123,gbagada,2,oworonshoki,19
3124,gbagada,1,oworonshoki,8
3125,gbagada,1,oworonshoki,8
3126,gbagada,1,oworonshoki,8
3128,gbagada,2,oworonshoki,19
3129,gbagada,1,oworonshoki,8
3131,gbagada,1,oworonshoki,8
3133,gbagada,1,oworonshoki,8
3136,gbagada,1,oworonshoki,8
3139,gbagada,3,oworonshoki,27
3140,gbagada,1,oworonshoki,8
3142,gbagada,2,oworonshoki,19
3143,gbagada,1,oworonshoki,8
3144,gbagada,2,oworonshoki,19
3147,gbagada,1,oworonshoki,8
3148,gbagada,2,oworonshoki,19
3157,gbagada,2,oworonshoki,19
3216,gbagada,4,oworonshoki,35
3217,gbagada,2,oworonshoki,19
3230,gbagada,3,oworonshoki,27
3237,gbagada,4,phase-1,57
3240,gbagada,2,phase-1,35
3244,gbagada,1,phase-1,18
3245,gbagada,3,phase-1,38
3246,gbagada,4,phase-1,57
3249,gbagada,2,phase-1,35
3250,gbagada,3,phase-1,38
3251,gbagada,3,phase-1,38
3252,gbagada,3,phase-1,38
3253,gbagada,3,phase-1,38
3254,gbagada,2,phase-1,35
3255,gbagada,3,phase-1,38
3256,gbagada,4,phase-1,57
3258,gbagada,3,phase-1,38
3259,gbagada,3,phase-1,38
3262,gbagada,3,phase-1,38
3263,gbagada,2,phase-1,35
3266,gbagada,2,phase-1,35
3267,gbagada,2,phase-1,35
3270,gbagada,2,phase-1,35
3272,gbagada,2,phase-1,35
3274,gbagada,2,phase-1,35
3275,gbagada,2,phase-1,35
3276,gbagada,3,phase-1,38
3277,gbagada,3,phase-1,38
3286,gbagada,2,phase-1,35
3287,gbagada,1,phase-1,18
3289,gbagada,3,phase-1,38
3294,gbagada,2,phase-1,35
3296,gbagada,3,phase-1,38
3297,gbagada,1,phase-1,18
3298,gbagada,1,phase-1,18
3299,gbagada,3,phase-1,38
3300,gbagada,2,phase-1,35
3301,gbagada,1,phase-1,18
3302,gbagada,2,phase-1,35
3303,gbagada,2,phase-1,35
3304,gbagada,4,phase-1,57
3305,gbagada,2,phase-1,35
3307,gbagada,2,phase-1,35
3308,gbagada,3,phase-1,38
3311,gbagada,2,phase-1,35
3312,gbagada,2,phase-1,35
3316,gbagada,3,phase-1,38
3317,gbagada,2,phase-1,35
3318,gbagada,2,phase-1,35
3319,gbagada,3,phase-1,38
3320,gbagada,4,phase-1,57
3321,gbagada,3,phase-1,38
3322,gbagada,3,phase-1,38
3323,gbagada,3,phase-1,38
3324,gbagada,2,phase-1,35
3326,gbagada,3,phase-1,38
3328,gbagada,3,phase-1,38
3329,gbagada,2,phase-1,35
3330,gbagada,3,phase-1,38
3331,gbagada,3,phase-1,38
3332,gbagada,3,phase-1,38
3333,gbagada,2,phase-1,35
3334,gbagada,4,phase-1,57
3335,gbagada,3,phase-1,38
3337,gbagada,2,phase-1,35
3338,gbagada,2,phase-1,35
3339,gbagada,4,phase-1,57
3340,gbagada,3,phase-1,38
3341,gbagada,1,phase-1,18
3342,gbagada,1,phase-1,18
3343,gbagada,2,phase-1,35
3347,gbagada,1,phase-1,18
3349,gbagada,1,phase-1,18
3350,gbagada,3,phase-1,38
3351,gbagada,3,phase-1,38
3352,gbagada,1,phase-1,18
3353,gbagada,1,phase-1,18
3354,gbagada,1,phase-1,18
3355,gbagada,4,phase-1,57
3356,gbagada,2,phase-1,35
3357,gbagada,1,phase-1,18
3358,gbagada,3,phase-1,38
3362,gbagada,1,phase-1,18
3363,gbagada,1,phase-1,18
3364,gbagada,1,phase-1,18
3365,gbagada,3,phase-1,38
3366,gbagada,3,phase-1,38
3367,gbagada,3,phase-1,38
3370,gbagada,3,phase-1,38
3372,gbagada,3,phase-1,38
3374,gbagada,2,phase-1,35
3375,gbagada,2,phase-1,35
3377,gbagada,3,phase-1,38
3379,gbagada,3,phase-1,38
3381,gbagada,1,phase-1,18
3384,gbagada,2,phase-1,35
3386,gbagada,2,phase-1,35
3387,gbagada,1,phase-1,18
3388,gbagada,4,phase-1,57
3389,gbagada,3,phase-1,38
3393,gbagada,3,phase-1,38
3394,gbagada,1,phase-1,18
3395,gbagada,3,phase-1,38
3396,gbagada,3,phase-1,38
3397,gbagada,3,phase-1,38
3398,gbagada,2,phase-1,35
3399,gbagada,2,phase-1,35
3400,gbagada,3,phase-1,38
3401,gbagada,2,phase-1,35
3402,gbagada,2,phase-1,35
3403,gbagada,3,phase-1,38
3404,gbagada,2,phase-1,35
3405,gbagada,1,phase-1,18
3406,gbagada,4,phase-1,57
3412,gbagada,2,phase-1,35
3413,gbagada,3,phase-1,38
3486,gbagada,3,phase-2,48
3488,gbagada,3,phase-2,48
3489,gbagada,2,phase-2,35
3492,gbagada,3,phase-2,48
3494,gbagada,2,phase-2,35
3497,gbagada,3,phase-2,48
3500,gbagada,2,phase-2,35
3501,gbagada,3,phase-2,48
3503,gbagada,3,phase-2,48
3504,gbagada,3,phase-2,48
3505,gbagada,3,phase-2,48
3507,gbagada,2,phase-2,35
3508,gbagada,4,phase-2,62
3509,gbagada,3,phase-2,48
3510,gbagada,3,phase-2,48
3512,gbagada,3,phase-2,48
3513,gbagada,3,phase-2,48
3515,gbagada,1,phase-2,18
3518,gbagada,4,phase-2,62
3519,gbagada,3,phase-2,48
3521,gbagada,2,phase-2,35
3524,gbagada,3,phase-2,48
3525,gbagada,2,phase-2,35
3529,gbagada,2,phase-2,35
3531,gbagada,3,phase-2,48
3535,gbagada,3,phase-2,48
3536,gbagada,2,phase-2,35
3538,gbagada,2,phase-2,35
3539,gbagada,2,phase-2,35
3540,gbagada,3,phase-2,48
3543,gbagada,1,phase-2,18
3544,gbagada,3,phase-2,48
3546,gbagada,4,phase-2,62
3547,gbagada,3,phase-2,48
3549,gbagada,2,phase-2,35
3553,gbagada,2,phase-2,35
3554,gbagada,3,phase-2,48
3559,gbagada,3,phase-2,48
3561,gbagada,1,phase-2,18
3563,gbagada,3,phase-2,48
3566,gbagada,4,phase-2,62
3567,gbagada,1,phase-2,18
3568,gbagada,3,phase-2,48
3569,gbagada,3,phase-2,48
3571,gbagada,1,phase-2,18
3574,gbagada,3,phase-2,48
3583,gbagada,3,phase-2,48
3584,gbagada,4,phase-2,62
3586,gbagada,3,phase-2,48
3588,gbagada,3,phase-2,48
3590,gbagada,4,phase-2,62
3591,gbagada,3,phase-2,48
3593,gbagada,1,phase-2,18
3596,gbagada,3,phase-2,48
3597,gbagada,3,phase-2,48
3598,gbagada,3,phase-2,48
3599,gbagada,3,phase-2,48
3601,gbagada,3,phase-2,48
3602,gbagada,3,phase-2,48
3603,gbagada,3,phase-2,48
3608,gbagada,3,phase-2,48
3609,gbagada,2,phase-2,35
3610,gbagada,3,phase-2,48
3611,gbagada,4,phase-2,62
3615,gbagada,3,phase-2,48
3617,gbagada,2,phase-2,35
3618,gbagada,2,phase-2,35
3619,gbagada,2,phase-2,35
3624,gbagada,2,phase-2,35
3626,gbagada,4,phase-2,62
3629,gbagada,2,phase-2,35
3630,gbagada,3,phase-2,48
3633,gbagada,2,phase-2,35
3634,gbagada,1,phase-2,18
3635,gbagada,2,phase-2,35
3636,gbagada,2,phase-2,35
3637,gbagada,2,phase-2,35
3638,gbagada,2,phase-2,35
3639,gbagada,1,phase-2,18
3640,gbagada,1,phase-2,18
3641,gbagada,4,phase-2,62
3645,gbagada,1,phase-2,18
3647,gbagada,4,phase-2,62
3648,gbagada,2,phase-2,35
3649,gbagada,2,phase-2,35
3653,gbagada,1,phase-2,18
3656,gbagada,2,phase-2,35
3662,gbagada,2,phase-2,35
3664,gbagada,2,phase-2,35
3665,gbagada,2,phase-2,35
3673,gbagada,1,phase-2,18
3674,gbagada,1,phase-2,18
3675,gbagada,2,phase-2,35
3676,gbagada,2,phase-2,35
3678,gbagada,2,phase-2,35
3679,gbagada,2,phase-2,35
3680,gbagada,2,phase-2,35
3682,gbagada,2,phase-2,35
3683,gbagada,2,phase-2,35
3685,gbagada,2,phase-2,35
3687,gbagada,1,phase-2,18
3689,gbagada,3,phase-2,48
3693,gbagada,2,phase-2,35
3694,gbagada,3,phase-2,48
3695,gbagada,1,phase-2,18
3696,gbagada,3,phase-2,48
3697,gbagada,3,phase-2,48
3698,gbagada,2,phase-2,35
3699,gbagada,2,phase-2,35
3701,gbagada,3,phase-2,48
3702,gbagada,3,phase-2,48
3707,gbagada,3,phase-2,48
3708,gbagada,3,phase-2,48
3709,gbagada,1,phase-2,18
3711,gbagada,2,phase-2,35
3713,gbagada,4,phase-2,62
3714,gbagada,3,phase-2,48
3715,gbagada,3,phase-2,48
3716,gbagada,3,phase-2,48
3717,gbagada,3,phase-2,48
3718,gbagada,3,phase-2,48
3719,gbagada,3,phase-2,48
3722,gbagada,2,phase-2,35
3723,gbagada,1,phase-2,18
3727,gbagada,1,phase-2,18
3729,gbagada,1,phase-2,18
3730,gbagada,4,phase-2,62
3732,gbagada,2,phase-2,35
3733,gbagada,1,phase-2,18
3734,gbagada,3,phase-2,48
3735,gbagada,2,phase-2,35
3736,gbagada,2,phase-2,35
3737,gbagada,1,phase-2,18
3738,gbagada,2,phase-2,35
3739,gbagada,2,phase-2,35
3740,gbagada,3,phase-2,48
3741,gbagada,2,phase-2,35
3742,gbagada,4,phase-2,62
3743,gbagada,4,phase-2,62
3744,gbagada,2,phase-2,35
3746,gbagada,3,phase-2,48
3749,gbagada,3,phase-2,48
3750,gbagada,3,phase-2,48
3753,gbagada,4,phase-2,62
3756,gbagada,3,phase-2,48
3757,gbagada,3,phase-2,48
3758,gbagada,2,phase-2,35
3759,gbagada,3,phase-2,48
3761,gbagada,3,phase-2,48
3762,gbagada,2,phase-2,35
3765,gbagada,2,phase-2,35
3766,gbagada,3,phase-2,48
3767,gbagada,3,phase-2,48
3769,gbagada,2,phase-2,35
3770,gbagada,1,phase-2,18
3771,gbagada,3,phase-2,48
3772,gbagada,4,phase-2,62
3773,gbagada,3,phase-2,48
3775,gbagada,1,phase-2,18
3777,gbagada,3,phase-2,48
3778,gbagada,3,phase-2,48
3780,gbagada,1,phase-2,18
3781,gbagada,2,phase-2,35
3782,gbagada,1,phase-2,18
3787,gbagada,3,phase-2,48
3788,gbagada,3,phase-2,48
3790,gbagada,3,phase-2,48
3791,gbagada,3,phase-2,48
3792,gbagada,2,phase-2,35
3793,gbagada,2,phase-2,35
3843,gbagada,1,soluyi,17
3844,gbagada,1,soluyi,17
3845,gbagada,1,soluyi,17
3846,gbagada,2,soluyi,29
3847,gbagada,1,soluyi,17
3853,gbagada,1,soluyi,17
3854,gbagada,1,soluyi,17
3855,gbagada,2,soluyi,29
3856,gbagada,2,soluyi,29
3858,gbagada,2,soluyi,29
3859,gbagada,3,soluyi,38
3863,gbagada,1,soluyi,17
3864,gbagada,3,soluyi,38
3866,gbagada,1,soluyi,17
3867,gbagada,1,soluyi,17
3871,gbagada,3,soluyi,38
3872,gbagada,3,soluyi,38
3875,gbagada,1,soluyi,17
3876,gbagada,2,soluyi,29
3877,gbagada,3,soluyi,38
3879,gbagada,1,soluyi,17
3880,gbagada,2,soluyi,29
3883,gbagada,3,soluyi,38
3884,gbagada,2,soluyi,29
3886,gbagada,2,soluyi,29
3888,gbagada,2,soluyi,29
3889,gbagada,3,soluyi,38
3890,gbagada,3,soluyi,38
3891,gbagada,2,soluyi,29
3893,gbagada,2,soluyi,29
3895,gbagada,1,soluyi,17
3898,gbagada,1,soluyi,17
3899,gbagada,3,soluyi,38
3900,gbagada,1,soluyi,17
3902,gbagada,3,soluyi,38
3903,gbagada,2,soluyi,29
3904,gbagada,1,soluyi,17
3905,gbagada,1,soluyi,17
3906,gbagada,2,soluyi,29
3907,gbagada,1,soluyi,17
3908,gbagada,3,soluyi,38
3909,gbagada,1,soluyi,17
3910,gbagada,3,soluyi,38
3911,gbagada,3,soluyi,38
3912,gbagada,3,soluyi,38
3918,gbagada,3,soluyi,38
3919,gbagada,3,soluyi,38
3920,gbagada,3,soluyi,38
3921,gbagada,3,soluyi,38
3922,gbagada,3,soluyi,38
3924,gbagada,2,soluyi,29
3926,gbagada,3,soluyi,38
3927,gbagada,4,soluyi,48
3928,gbagada,3,soluyi,38
3929,gbagada,1,soluyi,17
3932,gbagada,3,soluyi,38
3933,gbagada,3,soluyi,38
3934,gbagada,2,soluyi,29
3935,gbagada,3,soluyi,38
3937,gbagada,2,soluyi,29
3938,gbagada,1,soluyi,17
3940,gbagada,1,soluyi,17
3941,gbagada,3,soluyi,38
3947,gbagada,3,soluyi,38
3948,gbagada,1,soluyi,17
3950,gbagada,1,soluyi,17
3951,gbagada,2,soluyi,29
3958,gbagada,3,soluyi,38
3960,gbagada,3,soluyi,38
3961,gbagada,2,soluyi,29
3963,gbagada,3,soluyi,38
3964,gbagada,2,soluyi,29
3966,gbagada,1,soluyi,17
3968,gbagada,3,soluyi,38
3970,gbagada,3,soluyi,38
3973,gbagada,3,soluyi,38
3975,gbagada,1,soluyi,17
3981,gbagada,3,soluyi,38
3985,gbagada,1,soluyi,17
3986,gbagada,3,soluyi,38
3987,gbagada,1,soluyi,17
3988,gbagada,1,soluyi,17
3989,gbagada,3,soluyi,38
3991,gbagada,1,soluyi,17
3992,gbagada,3,soluyi,38
3993,gbagada,2,soluyi,29
3994,gbagada,2,soluyi,29
3995,gbagada,3,soluyi,38
3996,gbagada,2,soluyi,29
3997,gbagada,3,soluyi,38
4000,gbagada,3,soluyi,38
4001,gbagada,3,soluyi,38
4002,gbagada,1,soluyi,17
4003,gbagada,1,soluyi,17
4004,gbagada,1,soluyi,17
4007,gbagada,1,soluyi,17
4008,gbagada,1,soluyi,17
4009,gbagada,3,soluyi,38
4010,gbagada,3,soluyi,38
4011,gbagada,3,soluyi,38
4013,gbagada,1,soluyi,17
4016,gbagada,2,soluyi,29
4017,gbagada,2,soluyi,29
4018,gbagada,1,soluyi,17
4019,gbagada,1,soluyi,17
4021,gbagada,2,soluyi,29
4024,gbagada,1,soluyi,17
4026,gbagada,3,soluyi,38
4028,gbagada,3,soluyi,38
4030,gbagada,2,soluyi,29
4031,gbagada,3,soluyi,38
4034,gbagada,1,soluyi,17
4035,gbagada,2,soluyi,29
4037,gbagada,3,soluyi,38
4039,gbagada,2,soluyi,29
4042,gbagada,2,soluyi,29
4043,gbagada,2,soluyi,29
4045,gbagada,3,soluyi,38
4047,gbagada,3,soluyi,38
4048,gbagada,2,soluyi,29
4049,gbagada,3,soluyi,38
4050,gbagada,2,soluyi,29
4052,gbagada,2,soluyi,29
4053,gbagada,3,soluyi,38
4054,gbagada,2,soluyi,29
4055,gbagada,3,soluyi,38
4057,gbagada,3,soluyi,38
4059,gbagada,1,soluyi,17
4060,gbagada,3,soluyi,38
4063,gbagada,1,soluyi,17
4064,gbagada,3,soluyi,38
4065,gbagada,3,soluyi,38
4066,gbagada,3,soluyi,38
4068,gbagada,2,soluyi,29
4069,gbagada,2,soluyi,29
4070,gbagada,3,soluyi,38
4071,gbagada,3,soluyi,38
4072,gbagada,1,soluyi,17
4073,gbagada,3,soluyi,38
4075,gbagada,3,soluyi,38
4077,gbagada,3,soluyi,38
4078,gbagada,2,soluyi,29
4079,gbagada,3,soluyi,38
4081,gbagada,3,soluyi,38
4085,gbagada,1,soluyi,17
4086,gbagada,3,soluyi,38
4087,gbagada,3,soluyi,38
4088,gbagada,3,soluyi,38
4089,gbagada,3,soluyi,38
4091,gbagada,3,soluyi,38
4092,gbagada,3,soluyi,38
4094,gbagada,2,soluyi,29
4095,gbagada,2,soluyi,29
4096,gbagada,2,soluyi,29
4097,gbagada,2,soluyi,29
4098,gbagada,2,soluyi,29
4099,gbagada,2,soluyi,29
4100,gbagada,1,soluyi,17
4101,gbagada,1,soluyi,17
4102,gbagada,1,soluyi,17
4105,gbagada,1,soluyi,17
4106,gbagada,2,soluyi,29
4107,gbagada,3,soluyi,38
4109,gbagada,1,soluyi,17
4110,gbagada,2,soluyi,29
4112,gbagada,1,soluyi,17
4113,gbagada,1,soluyi,17
4116,gbagada,3,soluyi,38
4120,gbagada,3,soluyi,38
4121,gbagada,3,soluyi,38
4123,gbagada,3,soluyi,38
4127,gbagada,3,soluyi,38
4128,gbagada,3,soluyi,38
4129,gbagada,3,soluyi,38
4132,gbagada,3,soluyi,38
4133,gbagada,3,soluyi,38
4135,gbagada,3,soluyi,38
4136,gbagada,2,soluyi,29
4137,gbagada,3,soluyi,38
4138,gbagada,3,soluyi,38
4139,gbagada,3,soluyi,38
4140,gbagada,3,soluyi,38
4141,gbagada,3,soluyi,38
4142,gbagada,1,soluyi,17
4144,gbagada,2,soluyi,29
4145,gbagada,2,soluyi,29
4147,gbagada,2,soluyi,29
4148,gbagada,2,soluyi,29
4150,gbagada,2,soluyi,29
4151,gbagada,2,soluyi,29
4153,gbagada,1,soluyi,17
4155,gbagada,1,soluyi,17
4156,gbagada,2,soluyi,29
4157,gbagada,2,soluyi,29
4158,gbagada,3,soluyi,38
4159,gbagada,2,soluyi,29
4160,gbagada,1,soluyi,17
4161,gbagada,3,soluyi,38
4162,gbagada,2,soluyi,29
4164,gbagada,2,soluyi,29
4165,gbagada,2,soluyi,29
4166,gbagada,2,soluyi,29
4168,gbagada,1,soluyi,17
4169,gbagada,2,soluyi,29
4170,gbagada,2,soluyi,29
4171,gbagada,2,soluyi,29
4173,gbagada,3,soluyi,38
4174,gbagada,2,soluyi,29
4175,gbagada,2,soluyi,29
4176,gbagada,3,soluyi,38
4177,gbagada,2,soluyi,29
4178,gbagada,4,soluyi,48
4179,gbagada,2,soluyi,29
4184,gbagada,3,soluyi,38
4186,gbagada,4,soluyi,48
4187,gbagada,3,soluyi,38
4189,gbagada,3,soluyi,38
4190,gbagada,3,soluyi,38
4191,gbagada,3,soluyi,38
4192,gbagada,2,soluyi,29
4193,gbagada,3,soluyi,38
4194,gbagada,3,soluyi,38
4195,gbagada,2,soluyi,29
4197,gbagada,1,soluyi,17
4198,gbagada,2,soluyi,29
4199,gbagada,1,soluyi,17
4200,gbagada,1,soluyi,17
4201,gbagada,1,soluyi,17
4202,gbagada,1,soluyi,17
4203,gbagada,1,soluyi,17
4205,gbagada,1,soluyi,17
4210,gbagada,2,soluyi,29
4212,gbagada,3,soluyi,38
4213,gbagada,3,soluyi,38
4214,gbagada,3,soluyi,38
4215,gbagada,3,soluyi,38
4216,gbagada,1,soluyi,17
4217,gbagada,2,soluyi,29
4218,gbagada,2,soluyi,29
4220,gbagada,3,soluyi,38
4221,gbagada,2,soluyi,29
4223,gbagada,3,soluyi,38
4224,gbagada,3,soluyi,38
4225,gbagada,2,soluyi,29
4226,gbagada,2,soluyi,29
4227,gbagada,1,soluyi,17
4229,gbagada,1,soluyi,17
4231,gbagada,3,soluyi,38
4232,gbagada,2,soluyi,29
4233,gbagada,4,soluyi,48
4234,gbagada,2,soluyi,29
4235,gbagada,3,soluyi,38
4236,gbagada,1,soluyi,17
4237,gbagada,1,soluyi,17
4238,gbagada,2,soluyi,29
4239,gbagada,3,soluyi,38
4240,gbagada,1,soluyi,17
4242,gbagada,4,soluyi,48
4243,gbagada,3,soluyi,38
4244,gbagada,2,soluyi,29
4245,gbagada,1,soluyi,17
4247,gbagada,2,soluyi,29
4248,gbagada,1,soluyi,17
4249,gbagada,3,soluyi,38
4250,gbagada,1,soluyi,17
4252,gbagada,3,soluyi,38
4254,gbagada,1,soluyi,17
4256,gbagada,1,soluyi,17
4257,gbagada,3,soluyi,38
4259,gbagada,2,soluyi,29
4260,gbagada,1,soluyi,17
4261,gbagada,3,soluyi,38
4262,gbagada,3,soluyi,38
4263,gbagada,2,soluyi,29
4264,gbagada,4,soluyi,48
4265,gbagada,2,soluyi,29
4266,gbagada,2,soluyi,29
4267,gbagada,1,soluyi,17
4268,gbagada,1,soluyi,17
4269,gbagada,2,soluyi,29
4270,gbagada,2,soluyi,29
4271,gbagada,2,soluyi,29
4273,gbagada,2,soluyi,29
4274,gbagada,2,soluyi,29
4275,gbagada,2,soluyi,29
4277,gbagada,2,soluyi,29
4280,gbagada,1,soluyi,17
4281,gbagada,2,soluyi,29
4282,gbagada,1,soluyi,17
4283,gbagada,2,soluyi,29
4284,gbagada,1,soluyi,17
4285,gbagada,1,soluyi,17
4286,gbagada,2,soluyi,29
4287,gbagada,1,soluyi,17
4288,gbagada,2,soluyi,29
4289,gbagada,2,soluyi,29
4290,gbagada,3,soluyi,38
4294,gbagada,2,soluyi,29
4296,gbagada,3,soluyi,38
4297,gbagada,2,soluyi,29
4298,gbagada,1,soluyi,17
4303,gbagada,1,soluyi,17
4304,gbagada,3,soluyi,38
4305,gbagada,2,soluyi,29
4306,gbagada,3,soluyi,38
4307,gbagada,1,soluyi,17
4308,gbagada,1,soluyi,17
4312,gbagada,3,soluyi,38
4313,gbagada,3,soluyi,38
4315,gbagada,1,soluyi,17
4316,gbagada,2,soluyi,29
4318,gbagada,1,soluyi,17
4319,gbagada,1,soluyi,17
4320,gbagada,1,soluyi,17
4321,gbagada,1,soluyi,17
4322,gbagada,1,soluyi,17
4323,gbagada,3,soluyi,38
4324,gbagada,3,soluyi,38
4326,gbagada,1,soluyi,17
4328,gbagada,3,soluyi,38
4329,gbagada,1,soluyi,17
4332,gbagada,3,soluyi,38
4333,gbagada,3,soluyi,38
4334,gbagada,2,soluyi,29
4337,gbagada,3,soluyi,38
4338,gbagada,3,soluyi,38
4339,gbagada,1,soluyi,17
4340,gbagada,3,soluyi,38
4341,gbagada,1,soluyi,17
4342,gbagada,1,soluyi,17
4344,gbagada,2,soluyi,29
4346,gbagada,2,soluyi,29
4348,gbagada,2,soluyi,29
4349,gbagada,3,soluyi,38
4350,gbagada,3,soluyi,38
4352,gbagada,3,soluyi,38
4353,gbagada,3,soluyi,38
4354,gbagada,3,soluyi,38
4355,gbagada,2,soluyi,29
4357,gbagada,4,soluyi,48
4360,gbagada,2,soluyi,29
4362,gbagada,1,soluyi,17
4363,gbagada,3,soluyi,38
4364,gbagada,2,soluyi,29
4367,gbagada,3,soluyi,38
4368,gbagada,3,soluyi,38
4371,gbagada,1,soluyi,17
4372,gbagada,2,soluyi,29
4373,gbagada,2,soluyi,29
4374,gbagada,2,soluyi,29
4375,gbagada,2,soluyi,29
4376,gbagada,3,soluyi,38
4378,gbagada,3,soluyi,38
4379,gbagada,3,soluyi,38
4380,gbagada,3,soluyi,38
4382,gbagada,1,soluyi,17
4384,gbagada,1,soluyi,17
4385,gbagada,3,soluyi,38
4386,gbagada,2,soluyi,29
4387,gbagada,1,soluyi,17
4388,gbagada,3,soluyi,38
4391,gbagada,3,soluyi,38
4392,gbagada,3,soluyi,38
4393,gbagada,3,soluyi,38
4394,gbagada,2,soluyi,29
4396,gbagada,2,soluyi,29
4397,gbagada,3,soluyi,38
4400,gbagada,1,soluyi,17
4402,gbagada,3,soluyi,38
4403,gbagada,2,soluyi,29
4405,gbagada,3,soluyi,38
4406,gbagada,1,soluyi,17
4407,gbagada,3,soluyi,38
4409,gbagada,3,soluyi,38
4412,gbagada,3,soluyi,38
4414,gbagada,3,soluyi,38
4416,gbagada,3,soluyi,38
4418,gbagada,2,soluyi,29
4421,gbagada,3,soluyi,38
4422,gbagada,2,soluyi,29
4426,gbagada,3,soluyi,38
4427,gbagada,2,soluyi,29
4428,gbagada,2,soluyi,29
4430,gbagada,3,soluyi,38
4431,gbagada,2,soluyi,29
4432,gbagada,4,soluyi,48
4433,gbagada,2,soluyi,29
4435,gbagada,3,soluyi,38
4436,gbagada,2,soluyi,29
4438,gbagada,3,soluyi,38
4439,gbagada,1,soluyi,17
4441,gbagada,2,soluyi,29
4442,gbagada,3,soluyi,38
4443,gbagada,3,soluyi,38
4444,gbagada,1,soluyi,17
4445,gbagada,1,soluyi,17
4447,gbagada,3,soluyi,38
4448,gbagada,3,soluyi,38
4450,gbagada,4,soluyi,48
4451,gbagada,3,soluyi,38
4453,gbagada,1,soluyi,17
4454,gbagada,3,soluyi,38
4455,gbagada,3,soluyi,38
4456,gbagada,3,soluyi,38
4457,gbagada,1,soluyi,17
4459,gbagada,2,soluyi,29
4460,gbagada,2,soluyi,29
4462,gbagada,3,soluyi,38
4463,gbagada,1,soluyi,17
4464,gbagada,4,soluyi,48
