,location,bed,area,location_rank
30943,lekki phase 1,4,lekki phase 1,64
30944,lekki phase 1,4,lekki phase 1,64
30945,lekki phase 1,1,lekki phase 1,41
30946,lekki phase 1,3,lekki phase 1,62
30947,lekki phase 1,3,lekki phase 1,62
30948,lekki phase 1,3,lekki phase 1,62
30952,lekki phase 1,3,lekki phase 1,62
30957,lekki phase 1,3,lekki phase 1,62
30958,lekki phase 1,4,lekki phase 1,64
30959,lekki phase 1,2,lekki phase 1,54
30961,lekki phase 1,3,lekki phase 1,62
30962,lekki phase 1,3,lekki phase 1,62
30965,lekki phase 1,1,lekki phase 1,41
30969,lekki phase 1,3,lekki phase 1,62
30970,lekki phase 1,3,lekki phase 1,62
30972,lekki phase 1,2,lekki phase 1,54
30973,lekki phase 1,3,lekki phase 1,62
30974,lekki phase 1,4,lekki phase 1,64
30975,lekki phase 1,1,lekki phase 1,41
30977,lekki phase 1,4,lekki phase 1,64
30978,lekki phase 1,3,lekki phase 1,62
30979,lekki phase 1,3,lekki phase 1,62
30980,lekki phase 1,2,lekki phase 1,54
30981,lekki phase 1,3,lekki phase 1,62
30982,lekki phase 1,4,lekki phase 1,64
30985,lekki phase 1,4,lekki phase 1,64
30986,lekki phase 1,3,lekki phase 1,62
30987,lekki phase 1,1,lekki phase 1,41
30990,lekki phase 1,2,lekki phase 1,54
30995,lekki phase 1,3,lekki phase 1,62
30997,lekki phase 1,2,lekki phase 1,54
30999,lekki phase 1,2,lekki phase 1,54
31000,lekki phase 1,4,lekki phase 1,64
31002,lekki phase 1,4,lekki phase 1,64
31006,lekki phase 1,4,lekki phase 1,64
31009,lekki phase 1,3,lekki phase 1,62
31010,lekki phase 1,2,lekki phase 1,54
31011,lekki phase 1,3,lekki phase 1,62
31013,lekki phase 1,3,lekki phase 1,62
31014,lekki phase 1,3,lekki phase 1,62
31016,lekki phase 1,4,lekki phase 1,64
31018,lekki phase 1,4,lekki phase 1,64
31019,lekki phase 1,2,lekki phase 1,54
31021,lekki phase 1,3,lekki phase 1,62
31023,lekki phase 1,4,lekki phase 1,64
31024,lekki phase 1,4,lekki phase 1,64
31027,lekki phase 1,4,lekki phase 1,64
31028,lekki phase 1,3,lekki phase 1,62
31029,lekki phase 1,1,lekki phase 1,41
31032,lekki phase 1,3,lekki phase 1,62
31035,lekki phase 1,3,lekki phase 1,62
31037,lekki phase 1,1,lekki phase 1,41
31040,lekki phase 1,3,lekki phase 1,62
31045,lekki phase 1,4,lekki phase 1,64
31046,lekki phase 1,4,lekki phase 1,64
31049,lekki phase 1,4,lekki phase 1,64
31053,lekki phase 1,4,lekki phase 1,64
31054,lekki phase 1,3,lekki phase 1,62
31055,lekki phase 1,3,lekki phase 1,62
31056,lekki phase 1,3,lekki phase 1,62
31058,lekki phase 1,4,lekki phase 1,64
31060,lekki phase 1,3,lekki phase 1,62
31061,lekki phase 1,1,lekki phase 1,41
31064,lekki phase 1,4,lekki phase 1,64
31066,lekki phase 1,3,lekki phase 1,62
31070,lekki phase 1,2,lekki phase 1,54
31076,lekki phase 1,3,lekki phase 1,62
31077,lekki phase 1,2,lekki phase 1,54
31079,lekki phase 1,3,lekki phase 1,62
31080,lekki phase 1,3,lekki phase 1,62
31081,lekki phase 1,1,lekki phase 1,41
31082,lekki phase 1,2,lekki phase 1,54
31083,lekki phase 1,3,lekki phase 1,62
31085,lekki phase 1,3,lekki phase 1,62
31088,lekki phase 1,2,lekki phase 1,54
31090,lekki phase 1,4,lekki phase 1,64
31092,lekki phase 1,3,lekki phase 1,62
31093,lekki phase 1,4,lekki phase 1,64
31095,lekki phase 1,4,lekki phase 1,64
31096,lekki phase 1,4,lekki phase 1,64
31097,lekki phase 1,1,lekki phase 1,41
31099,lekki phase 1,4,lekki phase 1,64
31102,lekki phase 1,4,lekki phase 1,64
31105,lekki phase 1,1,lekki phase 1,41
31107,lekki phase 1,3,lekki phase 1,62
31109,lekki phase 1,3,lekki phase 1,62
31112,lekki phase 1,4,lekki phase 1,64
31113,lekki phase 1,1,lekki phase 1,41
31114,lekki phase 1,4,lekki phase 1,64
31116,lekki phase 1,1,lekki phase 1,41
31117,lekki phase 1,4,lekki phase 1,64
31118,lekki phase 1,4,lekki phase 1,64
31120,lekki phase 1,3,lekki phase 1,62
31121,lekki phase 1,4,lekki phase 1,64
31122,lekki phase 1,1,lekki phase 1,41
31123,lekki phase 1,4,lekki phase 1,64
31124,lekki phase 1,3,lekki phase 1,62
31125,lekki phase 1,3,lekki phase 1,62
31126,lekki phase 1,2,lekki phase 1,54
31128,lekki phase 1,4,lekki phase 1,64
31129,lekki phase 1,4,lekki phase 1,64
31130,lekki phase 1,3,lekki phase 1,62
31132,lekki phase 1,2,lekki phase 1,54
31133,lekki phase 1,3,lekki phase 1,62
31134,lekki phase 1,3,lekki phase 1,62
31135,lekki phase 1,3,lekki phase 1,62
31136,lekki phase 1,2,lekki phase 1,54
31137,lekki phase 1,1,lekki phase 1,41
31140,lekki phase 1,1,lekki phase 1,41
31141,lekki phase 1,3,lekki phase 1,62
31142,lekki phase 1,4,lekki phase 1,64
31143,lekki phase 1,1,lekki phase 1,41
31144,lekki phase 1,3,lekki phase 1,62
31145,lekki phase 1,4,lekki phase 1,64
31146,lekki phase 1,1,lekki phase 1,41
31147,lekki phase 1,4,lekki phase 1,64
31149,lekki phase 1,1,lekki phase 1,41
31151,lekki phase 1,2,lekki phase 1,54
31153,lekki phase 1,2,lekki phase 1,54
31154,lekki phase 1,2,lekki phase 1,54
31159,lekki phase 1,4,lekki phase 1,64
31160,lekki phase 1,3,lekki phase 1,62
31161,lekki phase 1,4,lekki phase 1,64
31162,lekki phase 1,4,lekki phase 1,64
31163,lekki phase 1,3,lekki phase 1,62
31164,lekki phase 1,1,lekki phase 1,41
31167,lekki phase 1,2,lekki phase 1,54
31168,lekki phase 1,4,lekki phase 1,64
31169,lekki phase 1,1,lekki phase 1,41
31170,lekki phase 1,3,lekki phase 1,62
31171,lekki phase 1,3,lekki phase 1,62
31174,lekki phase 1,4,lekki phase 1,64
31177,lekki phase 1,3,lekki phase 1,62
31178,lekki phase 1,3,lekki phase 1,62
31179,lekki phase 1,4,lekki phase 1,64
31187,lekki phase 1,3,lekki phase 1,62
31188,lekki phase 1,1,lekki phase 1,41
31189,lekki phase 1,2,lekki phase 1,54
31190,lekki phase 1,4,lekki phase 1,64
31191,lekki phase 1,1,lekki phase 1,41
31193,lekki phase 1,2,lekki phase 1,54
31195,lekki phase 1,4,lekki phase 1,64
31196,lekki phase 1,1,lekki phase 1,41
31199,lekki phase 1,3,lekki phase 1,62
31200,lekki phase 1,2,lekki phase 1,54
31201,lekki phase 1,4,lekki phase 1,64
31202,lekki phase 1,3,lekki phase 1,62
31203,lekki phase 1,1,lekki phase 1,41
31205,lekki phase 1,4,lekki phase 1,64
31206,lekki phase 1,1,lekki phase 1,41
31207,lekki phase 1,4,lekki phase 1,64
31209,lekki phase 1,3,lekki phase 1,62
31212,lekki phase 1,2,lekki phase 1,54
31213,lekki phase 1,4,lekki phase 1,64
31214,lekki phase 1,1,lekki phase 1,41
31216,lekki phase 1,1,lekki phase 1,41
31217,lekki phase 1,3,lekki phase 1,62
31218,lekki phase 1,3,lekki phase 1,62
31219,lekki phase 1,4,lekki phase 1,64
31220,lekki phase 1,2,lekki phase 1,54
31221,lekki phase 1,2,lekki phase 1,54
31222,lekki phase 1,4,lekki phase 1,64
31225,lekki phase 1,1,lekki phase 1,41
31226,lekki phase 1,2,lekki phase 1,54
31227,lekki phase 1,4,lekki phase 1,64
31228,lekki phase 1,3,lekki phase 1,62
31229,lekki phase 1,1,lekki phase 1,41
31230,lekki phase 1,1,lekki phase 1,41
31231,lekki phase 1,2,lekki phase 1,54
31232,lekki phase 1,1,lekki phase 1,41
31233,lekki phase 1,2,lekki phase 1,54
31234,lekki phase 1,3,lekki phase 1,62
31235,lekki phase 1,3,lekki phase 1,62
31237,lekki phase 1,3,lekki phase 1,62
31238,lekki phase 1,3,lekki phase 1,62
31239,lekki phase 1,3,lekki phase 1,62
31240,lekki phase 1,1,lekki phase 1,41
31241,lekki phase 1,3,lekki phase 1,62
31242,lekki phase 1,1,lekki phase 1,41
31243,lekki phase 1,4,lekki phase 1,64
31245,lekki phase 1,4,lekki phase 1,64
31246,lekki phase 1,1,lekki phase 1,41
31247,lekki phase 1,3,lekki phase 1,62
31248,lekki phase 1,4,lekki phase 1,64
31249,lekki phase 1,3,lekki phase 1,62
31250,lekki phase 1,4,lekki phase 1,64
31251,lekki phase 1,1,lekki phase 1,41
31253,lekki phase 1,4,lekki phase 1,64
31254,lekki phase 1,1,lekki phase 1,41
31255,lekki phase 1,1,lekki phase 1,41
31256,lekki phase 1,1,lekki phase 1,41
31258,lekki phase 1,3,lekki phase 1,62
31259,lekki phase 1,2,lekki phase 1,54
31260,lekki phase 1,3,lekki phase 1,62
31261,lekki phase 1,1,lekki phase 1,41
31262,lekki phase 1,3,lekki phase 1,62
31263,lekki phase 1,3,lekki phase 1,62
31265,lekki phase 1,3,lekki phase 1,62
31267,lekki phase 1,1,lekki phase 1,41
31269,lekki phase 1,4,lekki phase 1,64
31271,lekki phase 1,3,lekki phase 1,62
31272,lekki phase 1,1,lekki phase 1,41
31274,lekki phase 1,1,lekki phase 1,41
31275,lekki phase 1,2,lekki phase 1,54
31276,lekki phase 1,3,lekki phase 1,62
31277,lekki phase 1,3,lekki phase 1,62
31281,lekki phase 1,3,lekki phase 1,62
31284,lekki phase 1,3,lekki phase 1,62
31288,lekki phase 1,3,lekki phase 1,62
31289,lekki phase 1,3,lekki phase 1,62
31290,lekki phase 1,4,lekki phase 1,64
31291,lekki phase 1,3,lekki phase 1,62
31292,lekki phase 1,3,lekki phase 1,62
31293,lekki phase 1,3,lekki phase 1,62
31295,lekki phase 1,4,lekki phase 1,64
31298,lekki phase 1,4,lekki phase 1,64
31303,lekki phase 1,3,lekki phase 1,62
31304,lekki phase 1,4,lekki phase 1,64
31306,lekki phase 1,3,lekki phase 1,62
31308,lekki phase 1,2,lekki phase 1,54
31311,lekki phase 1,2,lekki phase 1,54
31312,lekki phase 1,3,lekki phase 1,62
31313,lekki phase 1,4,lekki phase 1,64
31314,lekki phase 1,3,lekki phase 1,62
31319,lekki phase 1,3,lekki phase 1,62
31321,lekki phase 1,1,lekki phase 1,41
31322,lekki phase 1,1,lekki phase 1,41
31324,lekki phase 1,3,lekki phase 1,62
31325,lekki phase 1,1,lekki phase 1,41
31326,lekki phase 1,3,lekki phase 1,62
31327,lekki phase 1,1,lekki phase 1,41
31328,lekki phase 1,1,lekki phase 1,41
31329,lekki phase 1,1,lekki phase 1,41
31331,lekki phase 1,1,lekki phase 1,41
31333,lekki phase 1,1,lekki phase 1,41
31334,lekki phase 1,1,lekki phase 1,41
31335,lekki phase 1,1,lekki phase 1,41
31336,lekki phase 1,1,lekki phase 1,41
31337,lekki phase 1,1,lekki phase 1,41
31338,lekki phase 1,3,lekki phase 1,62
31340,lekki phase 1,2,lekki phase 1,54
31346,lekki phase 1,1,lekki phase 1,41
31347,lekki phase 1,4,lekki phase 1,64
31349,lekki phase 1,2,lekki phase 1,54
31350,lekki phase 1,1,lekki phase 1,41
31354,lekki phase 1,3,lekki phase 1,62
31355,lekki phase 1,2,lekki phase 1,54
31357,lekki phase 1,1,lekki phase 1,41
31358,lekki phase 1,3,lekki phase 1,62
31360,lekki phase 1,4,lekki phase 1,64
31361,lekki phase 1,4,lekki phase 1,64
31364,lekki phase 1,3,lekki phase 1,62
31365,lekki phase 1,4,lekki phase 1,64
31366,lekki phase 1,3,lekki phase 1,62
31367,lekki phase 1,1,lekki phase 1,41
31370,lekki phase 1,1,lekki phase 1,41
31376,lekki phase 1,4,lekki phase 1,64
31377,lekki phase 1,2,lekki phase 1,54
31378,lekki phase 1,3,lekki phase 1,62
31379,lekki phase 1,3,lekki phase 1,62
31380,lekki phase 1,1,lekki phase 1,41
31381,lekki phase 1,4,lekki phase 1,64
31382,lekki phase 1,1,lekki phase 1,41
31384,lekki phase 1,4,lekki phase 1,64
31385,lekki phase 1,1,lekki phase 1,41
31387,lekki phase 1,3,lekki phase 1,62
31388,lekki phase 1,1,lekki phase 1,41
31389,lekki phase 1,3,lekki phase 1,62
31391,lekki phase 1,4,lekki phase 1,64
31392,lekki phase 1,1,lekki phase 1,41
31395,lekki phase 1,1,lekki phase 1,41
31397,lekki phase 1,1,lekki phase 1,41
31398,lekki phase 1,3,lekki phase 1,62
31399,lekki phase 1,3,lekki phase 1,62
31401,lekki phase 1,3,lekki phase 1,62
31403,lekki phase 1,4,lekki phase 1,64
31405,lekki phase 1,4,lekki phase 1,64
31407,lekki phase 1,3,lekki phase 1,62
31408,lekki phase 1,3,lekki phase 1,62
31411,lekki phase 1,4,lekki phase 1,64
31412,lekki phase 1,3,lekki phase 1,62
31413,lekki phase 1,4,lekki phase 1,64
31415,lekki phase 1,2,lekki phase 1,54
31416,lekki phase 1,1,lekki phase 1,41
31417,lekki phase 1,4,lekki phase 1,64
31418,lekki phase 1,4,lekki phase 1,64
31419,lekki phase 1,4,lekki phase 1,64
31420,lekki phase 1,3,lekki phase 1,62
31422,lekki phase 1,4,lekki phase 1,64
31427,lekki phase 1,4,lekki phase 1,64
31428,lekki phase 1,1,lekki phase 1,41
31429,lekki phase 1,4,lekki phase 1,64
31430,lekki phase 1,4,lekki phase 1,64
31431,lekki phase 1,3,lekki phase 1,62
31436,lekki phase 1,3,lekki phase 1,62
31438,lekki phase 1,4,lekki phase 1,64
31439,lekki phase 1,2,lekki phase 1,54
31440,lekki phase 1,3,lekki phase 1,62
31441,lekki phase 1,4,lekki phase 1,64
31442,lekki phase 1,3,lekki phase 1,62
31443,lekki phase 1,3,lekki phase 1,62
31449,lekki phase 1,3,lekki phase 1,62
31451,lekki phase 1,3,lekki phase 1,62
31452,lekki phase 1,4,lekki phase 1,64
31453,lekki phase 1,2,lekki phase 1,54
31455,lekki phase 1,4,lekki phase 1,64
31456,lekki phase 1,4,lekki phase 1,64
31457,lekki phase 1,2,lekki phase 1,54
31458,lekki phase 1,4,lekki phase 1,64
31459,lekki phase 1,4,lekki phase 1,64
31460,lekki phase 1,3,lekki phase 1,62
31463,lekki phase 1,1,lekki phase 1,41
31464,lekki phase 1,1,lekki phase 1,41
31465,lekki phase 1,2,lekki phase 1,54
31470,lekki phase 1,2,lekki phase 1,54
31472,lekki phase 1,4,lekki phase 1,64
31475,lekki phase 1,1,lekki phase 1,41
31478,lekki phase 1,4,lekki phase 1,64
31479,lekki phase 1,3,lekki phase 1,62
31481,lekki phase 1,1,lekki phase 1,41
31483,lekki phase 1,4,lekki phase 1,64
31484,lekki phase 1,4,lekki phase 1,64
31486,lekki phase 1,4,lekki phase 1,64
31487,lekki phase 1,3,lekki phase 1,62
31489,lekki phase 1,3,lekki phase 1,62
31491,lekki phase 1,4,lekki phase 1,64
31493,lekki phase 1,4,lekki phase 1,64
31497,lekki phase 1,4,lekki phase 1,64
31503,lekki phase 1,4,lekki phase 1,64
31504,lekki phase 1,4,lekki phase 1,64
31505,lekki phase 1,3,lekki phase 1,62
31506,lekki phase 1,4,lekki phase 1,64
31507,lekki phase 1,3,lekki phase 1,62
31508,lekki phase 1,1,lekki phase 1,41
31515,lekki phase 1,2,lekki phase 1,54
31516,lekki phase 1,4,lekki phase 1,64
31517,lekki phase 1,1,lekki phase 1,41
31518,lekki phase 1,4,lekki phase 1,64
31519,lekki phase 1,4,lekki phase 1,64
31520,lekki phase 1,1,lekki phase 1,41
31521,lekki phase 1,3,lekki phase 1,62
31522,lekki phase 1,3,lekki phase 1,62
31524,lekki phase 1,2,lekki phase 1,54
31525,lekki phase 1,1,lekki phase 1,41
31526,lekki phase 1,2,lekki phase 1,54
31527,lekki phase 1,2,lekki phase 1,54
31528,lekki phase 1,1,lekki phase 1,41
31532,lekki phase 1,4,lekki phase 1,64
31533,lekki phase 1,3,lekki phase 1,62
31535,lekki phase 1,2,lekki phase 1,54
31536,lekki phase 1,3,lekki phase 1,62
31537,lekki phase 1,2,lekki phase 1,54
31538,lekki phase 1,1,lekki phase 1,41
31539,lekki phase 1,3,lekki phase 1,62
31541,lekki phase 1,3,lekki phase 1,62
31544,lekki phase 1,3,lekki phase 1,62
31546,lekki phase 1,3,lekki phase 1,62
31552,lekki phase 1,2,lekki phase 1,54
31555,lekki phase 1,1,lekki phase 1,41
31556,lekki phase 1,1,lekki phase 1,41
31557,lekki phase 1,3,lekki phase 1,62
31558,lekki phase 1,3,lekki phase 1,62
31559,lekki phase 1,3,lekki phase 1,62
31563,lekki phase 1,2,lekki phase 1,54
31564,lekki phase 1,3,lekki phase 1,62
31565,lekki phase 1,2,lekki phase 1,54
31567,lekki phase 1,1,lekki phase 1,41
31569,lekki phase 1,1,lekki phase 1,41
31570,lekki phase 1,3,lekki phase 1,62
31571,lekki phase 1,3,lekki phase 1,62
31573,lekki phase 1,3,lekki phase 1,62
31574,lekki phase 1,3,lekki phase 1,62
31575,lekki phase 1,3,lekki phase 1,62
31577,lekki phase 1,4,lekki phase 1,64
31578,lekki phase 1,4,lekki phase 1,64
31580,lekki phase 1,3,lekki phase 1,62
31582,lekki phase 1,2,lekki phase 1,54
31583,lekki phase 1,4,lekki phase 1,64
31590,lekki phase 1,3,lekki phase 1,62
31591,lekki phase 1,3,lekki phase 1,62
31592,lekki phase 1,3,lekki phase 1,62
31597,lekki phase 1,1,lekki phase 1,41
31598,lekki phase 1,3,lekki phase 1,62
31599,lekki phase 1,2,lekki phase 1,54
31600,lekki phase 1,3,lekki phase 1,62
31604,lekki phase 1,2,lekki phase 1,54
31605,lekki phase 1,2,lekki phase 1,54
31607,lekki phase 1,4,lekki phase 1,64
31610,lekki phase 1,4,lekki phase 1,64
31611,lekki phase 1,3,lekki phase 1,62
31612,lekki phase 1,3,lekki phase 1,62
31613,lekki phase 1,2,lekki phase 1,54
31616,lekki phase 1,2,lekki phase 1,54
31618,lekki phase 1,3,lekki phase 1,62
31621,lekki phase 1,4,lekki phase 1,64
31625,lekki phase 1,3,lekki phase 1,62
31626,lekki phase 1,3,lekki phase 1,62
31627,lekki phase 1,2,lekki phase 1,54
31628,lekki phase 1,3,lekki phase 1,62
31629,lekki phase 1,4,lekki phase 1,64
31630,lekki phase 1,2,lekki phase 1,54
31631,lekki phase 1,4,lekki phase 1,64
31632,lekki phase 1,2,lekki phase 1,54
31639,lekki phase 1,4,lekki phase 1,64
31640,lekki phase 1,3,lekki phase 1,62
31641,lekki phase 1,3,lekki phase 1,62
31642,lekki phase 1,1,lekki phase 1,41
31646,lekki phase 1,2,lekki phase 1,54
31648,lekki phase 1,3,lekki phase 1,62
31649,lekki phase 1,3,lekki phase 1,62
31650,lekki phase 1,3,lekki phase 1,62
31651,lekki phase 1,3,lekki phase 1,62
31653,lekki phase 1,4,lekki phase 1,64
31655,lekki phase 1,3,lekki phase 1,62
31658,lekki phase 1,4,lekki phase 1,64
31661,lekki phase 1,4,lekki phase 1,64
31662,lekki phase 1,4,lekki phase 1,64
31663,lekki phase 1,3,lekki phase 1,62
31665,lekki phase 1,1,lekki phase 1,41
31667,lekki phase 1,3,lekki phase 1,62
31668,lekki phase 1,3,lekki phase 1,62
31669,lekki phase 1,4,lekki phase 1,64
31670,lekki phase 1,3,lekki phase 1,62
31672,lekki phase 1,3,lekki phase 1,62
31673,lekki phase 1,3,lekki phase 1,62
31675,lekki phase 1,2,lekki phase 1,54
31676,lekki phase 1,3,lekki phase 1,62
31678,lekki phase 1,3,lekki phase 1,62
31679,lekki phase 1,3,lekki phase 1,62
31681,lekki phase 1,3,lekki phase 1,62
31686,lekki phase 1,4,lekki phase 1,64
31687,lekki phase 1,4,lekki phase 1,64
31688,lekki phase 1,3,lekki phase 1,62
31689,lekki phase 1,1,lekki phase 1,41
31690,lekki phase 1,1,lekki phase 1,41
31691,lekki phase 1,1,lekki phase 1,41
31692,lekki phase 1,1,lekki phase 1,41
31693,lekki phase 1,1,lekki phase 1,41
31695,lekki phase 1,4,lekki phase 1,64
31704,lekki phase 1,3,lekki phase 1,62
31705,lekki phase 1,2,lekki phase 1,54
31706,lekki phase 1,4,lekki phase 1,64
31707,lekki phase 1,2,lekki phase 1,54
31709,lekki phase 1,3,lekki phase 1,62
31711,lekki phase 1,1,lekki phase 1,41
31713,lekki phase 1,2,lekki phase 1,54
31716,lekki phase 1,3,lekki phase 1,62
31717,lekki phase 1,1,lekki phase 1,41
31718,lekki phase 1,1,lekki phase 1,41
31720,lekki phase 1,3,lekki phase 1,62
31721,lekki phase 1,3,lekki phase 1,62
31722,lekki phase 1,2,lekki phase 1,54
31723,lekki phase 1,2,lekki phase 1,54
31727,lekki phase 1,3,lekki phase 1,62
31728,lekki phase 1,3,lekki phase 1,62
31730,lekki phase 1,4,lekki phase 1,64
31731,lekki phase 1,3,lekki phase 1,62
31733,lekki phase 1,3,lekki phase 1,62
31736,lekki phase 1,3,lekki phase 1,62
31741,lekki phase 1,3,lekki phase 1,62
31744,lekki phase 1,3,lekki phase 1,62
31747,lekki phase 1,3,lekki phase 1,62
31748,lekki phase 1,1,lekki phase 1,41
31750,lekki phase 1,2,lekki phase 1,54
31751,lekki phase 1,3,lekki phase 1,62
31754,lekki phase 1,1,lekki phase 1,41
31755,lekki phase 1,4,lekki phase 1,64
31756,lekki phase 1,2,lekki phase 1,54
31757,lekki phase 1,2,lekki phase 1,54
31758,lekki phase 1,3,lekki phase 1,62
31760,lekki phase 1,3,lekki phase 1,62
31764,lekki phase 1,3,lekki phase 1,62
31765,lekki phase 1,1,lekki phase 1,41
31766,lekki phase 1,1,lekki phase 1,41
31767,lekki phase 1,4,lekki phase 1,64
31769,lekki phase 1,3,lekki phase 1,62
31771,lekki phase 1,2,lekki phase 1,54
31773,lekki phase 1,1,lekki phase 1,41
31775,lekki phase 1,2,lekki phase 1,54
31777,lekki phase 1,2,lekki phase 1,54
31779,lekki phase 1,2,lekki phase 1,54
31780,lekki phase 1,2,lekki phase 1,54
31783,lekki phase 1,3,lekki phase 1,62
31785,lekki phase 1,3,lekki phase 1,62
31789,lekki phase 1,3,lekki phase 1,62
31790,lekki phase 1,3,lekki phase 1,62
31791,lekki phase 1,3,lekki phase 1,62
31792,lekki phase 1,1,lekki phase 1,41
31794,lekki phase 1,2,lekki phase 1,54
31795,lekki phase 1,3,lekki phase 1,62
31796,lekki phase 1,2,lekki phase 1,54
31797,lekki phase 1,3,lekki phase 1,62
31798,lekki phase 1,2,lekki phase 1,54
31800,lekki phase 1,3,lekki phase 1,62
31802,lekki phase 1,4,lekki phase 1,64
31806,lekki phase 1,4,lekki phase 1,64
31807,lekki phase 1,3,lekki phase 1,62
31808,lekki phase 1,1,lekki phase 1,41
31809,lekki phase 1,3,lekki phase 1,62
31811,lekki phase 1,3,lekki phase 1,62
31815,lekki phase 1,3,lekki phase 1,62
31817,lekki phase 1,2,lekki phase 1,54
31818,lekki phase 1,4,lekki phase 1,64
31821,lekki phase 1,1,lekki phase 1,41
31822,lekki phase 1,1,lekki phase 1,41
31825,lekki phase 1,3,lekki phase 1,62
31826,lekki phase 1,4,lekki phase 1,64
31827,lekki phase 1,4,lekki phase 1,64
31828,lekki phase 1,2,lekki phase 1,54
31829,lekki phase 1,1,lekki phase 1,41
31830,lekki phase 1,2,lekki phase 1,54
31832,lekki phase 1,3,lekki phase 1,62
31834,lekki phase 1,3,lekki phase 1,62
31835,lekki phase 1,3,lekki phase 1,62
31836,lekki phase 1,2,lekki phase 1,54
31841,lekki phase 1,3,lekki phase 1,62
31843,lekki phase 1,1,lekki phase 1,41
31844,lekki phase 1,3,lekki phase 1,62
31846,lekki phase 1,3,lekki phase 1,62
31849,lekki phase 1,3,lekki phase 1,62
31850,lekki phase 1,2,lekki phase 1,54
31851,lekki phase 1,3,lekki phase 1,62
31854,lekki phase 1,1,lekki phase 1,41
31857,lekki phase 1,4,lekki phase 1,64
31858,lekki phase 1,3,lekki phase 1,62
31861,lekki phase 1,2,lekki phase 1,54
31864,lekki phase 1,4,lekki phase 1,64
31865,lekki phase 1,3,lekki phase 1,62
31867,lekki phase 1,1,lekki phase 1,41
31868,lekki phase 1,3,lekki phase 1,62
31869,lekki phase 1,4,lekki phase 1,64
31870,lekki phase 1,3,lekki phase 1,62
31873,lekki phase 1,4,lekki phase 1,64
31874,lekki phase 1,4,lekki phase 1,64
31878,lekki phase 1,1,lekki phase 1,41
31882,lekki phase 1,1,lekki phase 1,41
31883,lekki phase 1,3,lekki phase 1,62
31885,lekki phase 1,3,lekki phase 1,62
31889,lekki phase 1,4,lekki phase 1,64
31890,lekki phase 1,2,lekki phase 1,54
31891,lekki phase 1,3,lekki phase 1,62
31893,lekki phase 1,3,lekki phase 1,62
31894,lekki phase 1,2,lekki phase 1,54
31895,lekki phase 1,3,lekki phase 1,62
31896,lekki phase 1,2,lekki phase 1,54
31900,lekki phase 1,2,lekki phase 1,54
